"","Date","Ptt","Latitude","Longitude","day.at.liberty","month","DistToShelf","DistToShore"
"55",2023-01-29,227150,-31.9375,159.45625,55,"Jan",16.2376730035366,51.8237472216863
"56",2023-01-30,227150,-31.96875,159.4625,56,"Jan",18.7588440030386,54.8309180496417
"57",2023-01-31,227150,-32.05,159.55625,57,"Jan",31.3496568193215,67.4326357895073
"58",2023-02-01,227150,-32.1125,159.55,58,"Feb",35.9594159784934,72.4423505133224
"59",2023-02-02,227150,-32.14,159.465,59,"Feb",34.2201347313863,70.321589267162
"60",2023-02-03,227150,-32.125,159.43125,60,"Feb",31.2480360780794,67.2570774345691
"61",2023-02-04,227150,-32.1,159.425,61,"Feb",28.5253689431566,64.5697664617618
"62",2023-02-05,227150,-32.08125,159.40625,62,"Feb",25.8553544075473,61.8781194468525
"63",2023-02-06,227150,-32.05625,159.4,63,"Feb",23.1392027835644,59.1969762723876
"64",2023-02-07,227150,-32.03125,159.375,64,"Feb",19.5746282721173,55.6037916638858
"65",2023-02-08,227150,-32.00625,159.35625,65,"Feb",16.2999101096786,52.3157328796901
"66",2023-02-09,227150,-31.975,159.3375,66,"Feb",12.4081649172635,48.4318979814778
"67",2023-02-10,227150,-31.9375,159.31875,67,"Feb",7.89958255677354,43.958135895539
"68",2023-02-11,227150,-31.925,159.2875,68,"Feb",5.55752990293586,41.2642679875343
"69",2023-02-12,227150,-31.8875,159.275,69,"Feb",1.25577113266429,37.0714721334224
"70",2023-02-13,227150,-31.8666666666667,159.25,70,"Feb",1.26261719561795,33.88734552551
"71",2023-02-14,227150,-31.85,159.208333333333,71,"Feb",1.33549957555748,30.4517408308033
"72",2023-02-15,227150,-31.85,159.16875,72,"Feb",4.98989684607953,29.0984471030189
"73",2023-02-16,227150,-31.85,159.11,73,"Feb",9.52990467630849,27.9105537663017
"74",2023-02-17,227150,-31.85,159.0875,74,"Feb",10.7137936494714,27.7395717832137
"75",2023-02-18,227150,-31.85,159.13125,75,"Feb",8.5055776574207,28.2194276675205
"76",2023-02-19,227150,-31.85,159.19,76,"Feb",3.02336933144186,29.7738789035607
"77",2023-02-20,227150,-31.88125,159.29375,77,"Feb",1.46254011560251,37.4305964167444
"78",2023-02-21,227150,-31.905,159.36,78,"Feb",6.81632307340473,43.2601382204665
"79",2023-02-22,227150,-31.95,159.48125,79,"Feb",18.9757442348601,54.4398733539303
"80",2023-02-23,227150,-31.9583333333333,159.591666666667,80,"Feb",27.7887187490584,62.6040621287948
"81",2023-02-24,227150,-31.975,159.541666666667,81,"Feb",25.1294600277306,60.3971222806162
"82",2023-02-25,227150,-31.975,159.50625,82,"Feb",22.4830710087396,58.0799050091345
"83",2023-02-26,227150,-32,159.4625,83,"Feb",21.1261369618632,57.5321870734179
"84",2023-02-27,227150,-32,159.4125,84,"Feb",18.2092327053098,54.6528648214055
"85",2023-02-28,227150,-32,159.375,85,"Feb",16.5790575760772,52.6563912494637
"86",2023-03-01,227150,-32.0405,159.341666666667,86,"Mar",19.2868545868457,54.9695338276561
"87",2023-03-02,227150,-32.025,159.325,87,"Mar",17.1769167353471,52.7227579112185
"88",2023-03-03,227150,-32.03125,159.325,88,"Mar",17.8449772652484,53.3427074970712
"89",2023-03-04,227150,-32.05,159.325,89,"Mar",19.8594399029994,55.2129902911869
"90",2023-03-05,227150,-32.06875,159.3375,90,"Mar",22.1673221553812,57.5978237010865
"91",2023-03-06,227150,-32.075,159.39375,91,"Mar",24.703763406154,60.6855340975847
"92",2023-03-07,227150,-32.10625,159.4625,92,"Mar",30.7730510830983,67.0379388356033
"93",2023-03-08,227150,-32.1375,159.51875,93,"Mar",36.4599028374402,72.8911278651164
"94",2023-03-09,227150,-32.1625,159.5,94,"Mar",37.942462476325,74.1956928368062
"95",2023-03-10,227150,-32.1875,159.4625,95,"Mar",38.7618398581561,74.736252599572
"96",2023-03-11,227150,-32.225,159.4125,96,"Mar",40.8089672153494,76.2883279113614
"97",2023-03-12,227150,-32.2625,159.38125,97,"Mar",44.0121937081068,78.951585744808
"98",2023-03-13,227150,-32.3,159.375,98,"Mar",47.9527966397162,82.6279965874146
"99",2023-03-14,227150,-32.325,159.375,99,"Mar",50.6743450000604,85.236120729964
"100",2023-03-15,227150,-32.35625,159.3875,100,"Mar",54.3002476161764,88.8955770277342
"101",2023-03-16,227150,-32.3833333333333,159.4,101,"Mar",57.4780276216204,92.1193816857064
"102",2023-03-17,227150,-32.425,159.4,102,"Mar",62.0081434357922,96.486005519909
"103",2023-03-18,227150,-32.45625,159.4,103,"Mar",65.4140550836346,99.7760040822374
"104",2023-03-19,227150,-32.49375,159.375,104,"Mar",69.10539035964,103.065652738309
"105",2023-03-20,227150,-32.56875,159.375,105,"Mar",77.3283957991289,111.083405447586
"106",2023-03-21,227150,-32.5875,159.3625,106,"Mar",79.2336413834679,112.80515944003
"107",2023-03-22,227150,-32.6125,159.3875,107,"Mar",82.2989519706645,116.073935387271
"108",2023-03-23,227150,-32.6625,159.425,108,"Mar",88.3432272660134,122.349962997696
"109",2023-03-24,227150,-32.7,159.45,109,"Mar",92.8490818223122,126.993987636552
"110",2023-03-25,227150,-32.75,159.44375,110,"Mar",98.2048768821054,132.16990299863
"111",2023-03-26,227150,-32.79375,159.40625,111,"Mar",102.445961520464,136.000085393441
"112",2023-03-27,227150,-32.8375,159.3875,112,"Mar",107.04121021122,140.343886831565
"113",2023-03-28,227150,-32.86875,159.375,113,"Mar",110.362680649172,143.496656611238
"114",2023-03-29,227150,-32.9125,159.40625,114,"Mar",115.507153293541,148.844530154217
"115",2023-03-30,227150,-32.94375,159.45,115,"Mar",119.497303650373,153.131430702462
"116",2023-03-31,227150,-32.9875,159.46875,116,"Mar",124.562698443765,158.259047215332
"117",2023-04-01,227150,-33.0166666666667,159.5,117,"Apr",128.243504944983,162.105188581529
"118",2023-04-02,227150,-33.0666666666667,159.525,118,"Apr",134.113568593744,168.059419022861
"119",2023-04-03,227150,-33.0833333333333,159.55,119,"Apr",136.358198006176,170.44977564063
"120",2023-04-04,227150,-33.125,159.575,120,"Apr",141.346148328208,175.526529416517
"121",2023-04-05,227150,-33.15,159.55,121,"Apr",143.623734470523,177.5912254413
"122",2023-04-06,227150,-33.175,159.54375,122,"Apr",146.249422505381,180.129717922896
"123",2023-04-07,227150,-33.1875,159.55625,123,"Apr",147.819747243986,181.762708528543
"124",2023-04-08,227150,-33.2,159.4875,124,"Apr",148.121849378792,181.614675979399
"125",2023-04-09,227150,-33.2,159.2875,125,"Apr",146.583635069186,178.545221354982
"126",2023-04-10,227150,-33.2,159.2,126,"Apr",146.664209764722,177.812742910316
"127",2023-04-11,227150,-33.225,159.23125,127,"Apr",149.354812356693,180.794245611287
"128",2023-04-12,227150,-33.2,159.25,128,"Apr",146.561745359932,178.185114135144
"129",2023-04-13,227150,-33.2,159.26875,129,"Apr",146.562108905141,178.356536749044
"130",2023-04-14,227150,-33.1875,159.28125,130,"Apr",145.187903507784,177.102475051627
"131",2023-04-15,227150,-33.175,159.3,131,"Apr",143.838030817763,175.928028210854
"132",2023-04-16,227150,-33.15,159.3,132,"Apr",141.06637294386,173.176135893056
"133",2023-04-17,227150,-33.125,159.2875,133,"Apr",138.267070691291,170.282894242799
"134",2023-04-18,227150,-33.10625,159.2375,134,"Apr",136.176795294306,167.724278917611
"135",2023-04-19,227150,-33.075,159.225,135,"Apr",132.734515221545,164.168158413301
"136",2023-04-20,227150,-33.05,159.24375,136,"Apr",129.9312406381,161.56993790405
"137",2023-04-21,227150,-33.025,159.25,137,"Apr",127.153496848195,158.871064112197
"138",2023-04-22,227150,-33.025,159.235,138,"Apr",127.170758439076,158.730944877799
"139",2023-04-23,227150,-32.95,159.20625,139,"Apr",118.93658214049,150.206473149712
"140",2023-04-24,227150,-32.91,159.215,140,"Apr",114.471759088368,145.85818367418
"141",2023-04-25,227150,-32.925,159.26875,141,"Apr",116.063831812092,148.053016901618
"142",2023-04-26,227150,-32.925,159.3,142,"Apr",116.124156738552,148.44441670793
"143",2023-04-27,227150,-32.9125,159.325,143,"Apr",114.841683410819,147.430334347377
"144",2023-04-28,227150,-32.9,159.325,144,"Apr",113.457471516846,146.062260287968
"145",2023-04-29,227150,-32.9,159.333333333333,145,"Apr",113.50305208335,146.19086054191
"146",2023-04-30,227150,-32.9,159.35,146,"Apr",113.610393254375,146.460353544654
"147",2023-05-01,227150,-32.9,159.333333333333,147,"May",113.50305208335,146.19086054191
"148",2023-05-02,227150,-32.9,159.325,148,"May",113.457471516846,146.062260287968
"149",2023-05-03,227150,-32.8875,159.3125,149,"May",112.01434599836,144.507569891461
"150",2023-05-04,227150,-32.875,159.266666666667,150,"May",110.517435013508,142.527397291663
"151",2023-05-05,227150,-32.8625,159.23125,151,"May",109.160198388481,140.764740902091
"152",2023-05-06,227150,-32.8375,159.175,152,"May",106.621673671299,137.543839293084
"153",2023-05-07,227150,-32.8125,159.125,153,"May",104.24743116418,134.531183922861
"154",2023-05-08,227150,-32.7916666666667,159.075,154,"May",102.567312215952,132.138828132059
"155",2023-05-09,227150,-32.7583333333333,159.066666666667,155,"May",99.044623001158,128.444670872645
"156",2023-05-10,227150,-32.7375,159.04375,156,"May",97.1599956318163,126.166621981868
"157",2023-05-11,227150,-32.7,159.0125,157,"May",93.7191641848728,122.116369886727
"158",2023-05-12,227150,-32.68125,159.00625,158,"May",91.8386412569169,120.070034529131
"159",2023-05-13,227150,-32.675,159.0875,159,"May",89.6071154164972,119.206166393192
"160",2023-05-14,227150,-32.66875,159.175,160,"May",87.9478456154417,118.88085448292
"161",2023-05-15,227150,-32.675,159.25625,161,"May",88.3354149508808,120.418130517596
"162",2023-05-16,227150,-32.675,159.3,162,"May",88.4192060316956,121.072610836696
"163",2023-05-17,227150,-32.68125,159.3,163,"May",89.1116626156443,121.754943833759
"164",2023-05-18,227150,-32.7,159.325,164,"May",91.3190102090514,124.228360207867
"165",2023-05-19,227150,-32.7125,159.325,165,"May",92.7020590347352,125.589403743688
"166",2023-05-20,227150,-32.725,159.34375,166,"May",94.218255340358,127.291085821283
"167",2023-05-21,227150,-32.70625,159.3375,167,"May",92.0974982364874,125.136612181474
"168",2023-05-22,227150,-32.71875,159.2875,168,"May",93.2253631034375,125.658153441614
"169",2023-05-23,227150,-32.725,159.225,169,"May",93.9347416981341,125.54304344359
"170",2023-05-24,227150,-32.71875,159.1375,170,"May",93.7849422384982,124.191431246549
"171",2023-05-25,227150,-32.7,159.05625,171,"May",92.8538084759383,121.986110258664
"172",2023-05-26,227150,-32.6666666666667,159.025,172,"May",89.8518637022895,118.371206334492
"173",2023-05-27,227150,-32.6375,159.1125,173,"May",85.1367974418468,115.095648744446
"174",2023-05-28,227150,-32.5833333333333,159.191666666667,174,"May",78.3918441600649,109.587667901352
"175",2023-05-29,227150,-32.5625,159.24375,175,"May",75.872743959671,107.904134770141
"176",2023-05-30,227150,-32.54375,159.26875,176,"May",73.7853831709284,106.228745475324
"177",2023-05-31,227150,-32.525,159.275,177,"May",71.7161789833897,104.286526716247
"178",2023-06-01,227150,-32.5,159.275,178,"Jun",68.9444219337495,101.561591906499
"179",2023-06-02,227150,-32.48125,159.275,179,"Jun",66.8656461185443,99.5196182359597
"180",2023-06-03,227150,-32.46875,159.26875,180,"Jun",65.4689299097004,98.0473911275988
"181",2023-06-04,227150,-32.45,159.25,181,"Jun",63.3890142343777,95.6842088936974
"182",2023-06-05,227150,-32.45,159.25,182,"Jun",63.3890142343777,95.6842088936974
"183",2023-06-06,227150,-32.45,159.25,183,"Jun",63.3890142343777,95.6842088936974
"184",2023-06-07,227150,-32.45,159.25,184,"Jun",63.3890142343777,95.6842088936974
"185",2023-06-08,227150,-32.425,159.25,185,"Jun",60.6169165857885,92.9550699415504
"186",2023-06-09,227150,-32.425,159.275,186,"Jun",60.6295671706274,93.4036122753996
"187",2023-06-10,227150,-32.4,159.275,187,"Jun",57.8581156564005,90.6907314241759
"188",2023-06-11,227150,-32.4,159.3,188,"Jun",57.967431071754,91.2117436323778
"189",2023-06-12,227150,-32.375,159.3,189,"Jun",55.2016009301679,88.5186747949586
"190",2023-06-13,227150,-32.35,159.3,190,"Jun",52.4364693374416,85.8306641766862
"191",2023-06-14,227150,-32.35,159.3,191,"Jun",52.4364693374416,85.8306641766862
"192",2023-06-15,227150,-32.35,159.3,192,"Jun",52.4364693374416,85.8306641766862
"193",2023-06-16,227150,-32.3375,159.28125,193,"Jun",50.9508080227621,84.0604889824952
"194",2023-06-17,227150,-32.325,159.275,194,"Jun",49.5444312436912,82.5758574592851
"195",2023-06-18,227150,-32.3125,159.275,195,"Jun",48.1589377069271,81.2273627636637
"196",2023-06-19,227150,-32.3,159.275,196,"Jun",46.7734861152259,79.8801599571228
"197",2023-06-20,227150,-32.2833333333333,159.25,197,"Jun",44.9091884541381,77.5480908446718
"198",2023-06-21,227150,-32.275,159.25,198,"Jun",43.985262538285,76.6456377235588
"199",2023-06-22,227150,-32.2625,159.25,199,"Jun",42.5993899142424,75.2929447542091
"200",2023-06-23,227150,-32.25,159.25,200,"Jun",41.2135382915363,73.9414934608552
"201",2023-06-24,227150,-32.225,159.23125,201,"Jun",38.5219871191981,70.8520758094716
"202",2023-06-25,227150,-32.19375,159.225,202,"Jun",35.0821518312642,67.3402871502932
"203",2023-06-26,227150,-32.1625,159.225,203,"Jun",31.6210483598449,63.9572533609963
"204",2023-06-27,227150,-32.13125,159.20625,204,"Jun",28.319355844727,60.193126106463
"205",2023-06-28,227150,-32.11875,159.2,205,"Jun",27.0249777736673,58.7157969977913
"206",2023-06-29,227150,-32.0875,159.225,206,"Jun",23.3195683885753,55.879194327231
"207",2023-06-30,227150,-32.0583333333333,159.225,207,"Jun",20.094635519476,52.7577811535781
"208",2023-07-01,227150,-31.95,159.25,208,"Jul",7.98414817760244,42.1882031138594
"209",2023-07-02,227150,-31.94,159.24,209,"Jul",6.90961838897143,40.7992184858034
"210",2023-07-03,227150,-32.0125,159.25625,210,"Jul",14.8708699867848,48.8413767829222
"211",2023-07-04,227150,-32.04375,159.275,211,"Jul",18.3956116021391,52.7100522869015
"212",2023-07-05,227150,-32.075,159.275,212,"Jul",21.8510289973611,55.9572276667501
"213",2023-07-06,227150,-32.075,159.275,213,"Jul",21.8510289973611,55.9572276667501
"214",2023-07-07,227150,-32.075,159.3,214,"Jul",22.1398733636262,56.800710827318
"215",2023-07-08,227150,-32.0666666666667,159.3,215,"Jul",21.2306807603619,55.9453706662441
"216",2023-07-09,227150,-32.05,159.325,216,"Jul",19.8594399029994,55.2129902911869
"217",2023-07-10,227150,-32.0375,159.33125,217,"Jul",18.6721711906587,54.2263715479634
"218",2023-07-11,227150,-32.025,159.35625,218,"Jul",18.1834483549672,54.1147611298561
"219",2023-07-12,227150,-32.0125,159.39375,219,"Jul",18.563105092415,54.7850462985885
"220",2023-07-13,227150,-32,159.425,220,"Jul",18.8697854003951,55.352991805031
"221",2023-07-14,227150,-32.025,159.44375,221,"Jul",22.1559807386933,58.6342163640258
"222",2023-07-15,227150,-32.025,159.4875,222,"Jul",24.7640103792294,61.1702594598147
"223",2023-07-16,227150,-32.03125,159.50625,223,"Jul",26.4910455189367,62.8121599477539
"224",2023-07-17,227150,-32.05,159.508333333333,224,"Jul",28.1374079627864,64.5667917479564
"225",2023-07-18,227150,-32.075,159.525,225,"Jul",31.2575716424323,67.7223742374084
"226",2023-07-19,227150,-32.075,159.5125,226,"Jul",30.4995960882264,66.9848029885816
"227",2023-07-20,227150,-32.1,159.491666666667,227,"Jul",31.5804953381061,68.0209565055644
"228",2023-07-21,227150,-32.125,159.475,228,"Jul",33.1628707180019,69.4236921688164
"229",2023-07-22,227150,-32.135,159.475,229,"Jul",34.1438104035459,70.3549428030057
"230",2023-07-23,227150,-32.1375,159.45,230,"Jul",33.3061054094961,69.3494804954345
"231",2023-07-24,227150,-32.125,159.44,231,"Jul",31.636641793972,67.6756883526309
"232",2023-07-25,227150,-32.1375,159.4375,232,"Jul",32.7502285374614,68.7520958216259
"233",2023-07-26,227150,-32.1875,159.425,233,"Jul",37.3146438635874,73.0625935849178
"234",2023-07-27,227150,-32.2375,159.425,234,"Jul",42.5025703286304,78.042451872217
"235",2023-07-28,227150,-32.28125,159.4,235,"Jul",46.454738119772,81.5396460011094
"236",2023-07-29,227150,-32.3125,159.4,236,"Jul",49.815049797968,84.7580040243683
"237",2023-07-30,227150,-32.34375,159.4,237,"Jul",53.1888624596144,87.9951414713409
"238",2023-07-31,227150,-32.375,159.39375,238,"Jul",56.4545001910877,91.0520785455434
"239",2023-08-01,227150,-32.39375,159.39375,239,"Aug",58.494139917623,93.0159461481775
"240",2023-08-02,227150,-32.41875,159.4,240,"Aug",61.3277636801258,95.8294919007657
"241",2023-08-03,227150,-32.425,159.4,241,"Aug",62.0081434357922,96.486005519909
"242",2023-08-04,227150,-32.45,159.425,242,"Aug",65.2005092215612,99.8733381182934
"243",2023-08-05,227150,-32.46875,159.425,243,"Aug",67.2319468005393,101.836740164392
"244",2023-08-06,227150,-32.49375,159.425,244,"Aug",69.9449133874532,104.461594179057
"245",2023-08-07,227150,-32.51875,159.425,245,"Aug",72.6623760555393,107.093893272662
"246",2023-08-08,227150,-32.53125,159.43125,246,"Aug",74.136903726241,108.593911346104
"247",2023-08-09,227150,-32.5625,159.45,247,"Aug",77.8899971050072,112.437014161737
"248",2023-08-10,227150,-32.58125,159.4375,248,"Aug",79.689656997543,114.052071676289
"249",2023-08-11,227150,-32.6125,159.4,249,"Aug",82.4804440440048,116.379105207461
"250",2023-08-12,227150,-32.6375,159.3625,250,"Aug",84.7388161651807,118.193230307237
"251",2023-08-13,227150,-32.6583333333333,159.325,251,"Aug",86.709603534799,119.695744350682
"252",2023-08-14,227150,-32.6916666666667,159.3,252,"Aug",90.265780988709,122.892435198037
"253",2023-08-15,227150,-32.73125,159.29375,253,"Aug",94.6295348799736,127.120912468776
"254",2023-08-16,227150,-32.78125,159.325,254,"Aug",100.310451903294,133.084488617987
"255",2023-08-17,227150,-32.80625,159.35,255,"Aug",103.246218472413,136.242050021893
"256",2023-08-18,227150,-32.8375,159.35625,256,"Aug",106.749019577463,139.755683785689
"257",2023-08-19,227150,-32.8625,159.375,257,"Aug",109.67299779656,142.817346995059
"258",2023-08-20,227150,-32.89375,159.35,258,"Aug",112.91925540902,145.778342259522
"259",2023-08-21,227150,-32.9375,159.35,259,"Aug",117.75772941107,150.554570141826
"260",2023-08-22,227150,-32.95625,159.3375,260,"Aug",119.753515869528,152.407674848679
"261",2023-08-23,227150,-32.9875,159.325,261,"Aug",123.147992284888,155.645602858791
"262",2023-08-24,227150,-33.01875,159.3,262,"Aug",126.516089279561,158.740751308188
"263",2023-08-25,227150,-33.0333333333333,159.266666666667,263,"Aug",128.076856418895,159.95951159275
"264",2023-08-26,227150,-33.0583333333333,159.233333333333,264,"Aug",130.869823826344,162.396796651261
"265",2023-08-27,227150,-33.075,159.1875,265,"Aug",132.866255822017,163.902669804265
"266",2023-08-28,227150,-33.09375,159.15,266,"Aug",135.131216442231,165.79044818932
"267",2023-08-29,227150,-33.1,159.116666666667,267,"Aug",136.059034786781,166.379839156475
"268",2023-08-30,227150,-33.125,159.075,268,"Aug",139.209066073201,169.106733575483
"269",2023-08-31,227150,-33.125,159.0875,269,"Aug",139.081275252987,169.110688710721
"270",2023-09-01,227150,-33.125,159.1125,270,"Sep",138.855154372131,169.143146959824
"271",2023-09-02,227150,-33.13125,159.15625,271,"Sep",139.246410871353,169.971096529016
"272",2023-09-03,227150,-33.15,159.19375,272,"Sep",141.147323325392,172.240988226442
"273",2023-09-04,227150,-33.125,159.2375,273,"Sep",138.256062757363,169.795095563972
"274",2023-09-05,227150,-33.10625,159.26875,274,"Sep",136.164779664655,168.017694163475
"275",2023-09-06,227150,-33.1,159.28125,275,"Sep",135.48462775928,167.460882684138
"276",2023-09-07,227150,-33.075,159.3,276,"Sep",132.751723195596,164.924703029795
"277",2023-09-08,227150,-33.05625,159.3,277,"Sep",130.673142724782,162.862918042052
"278",2023-09-09,227150,-33.025,159.3125,278,"Sep",127.249914252,159.588192328699
"279",2023-09-10,227150,-33.00625,159.3375,279,"Sep",125.288530524578,157.881007352768
"280",2023-09-11,227150,-32.9625,159.35,280,"Sep",120.523075319699,153.285994900615
"281",2023-09-12,227150,-32.91875,159.36875,281,"Sep",115.827782358489,148.825181635876
"282",2023-09-13,227150,-32.88125,159.3,282,"Sep",111.274981332478,143.644487579147
"283",2023-09-14,227150,-32.8375,159.26875,283,"Sep",106.360207421538,138.429273711897
"284",2023-09-15,227150,-32.8,159.241666666667,284,"Sep",102.210601026163,133.985339888234
"285",2023-09-16,227150,-32.7583333333333,159.225,285,"Sep",97.6293109798953,129.21660645065
"286",2023-09-17,227150,-32.7125,159.21875,286,"Sep",92.5715964717942,124.100108220466
"287",2023-09-18,227150,-32.675,159.225,287,"Sep",88.3932527837317,120.035394579209
"288",2023-09-19,227150,-32.625,159.2,288,"Sep",82.9629295592027,114.264164691259
"289",2023-09-20,227150,-32.5875,159.2,289,"Sep",78.8093817079062,110.128751898144
"290",2023-09-21,227150,-32.525,159.225,290,"Sep",71.7722648546822,103.536606448988
"291",2023-09-22,227150,-32.4625,159.2625,291,"Sep",64.7702638631958,97.257534790271
"292",2023-09-23,227150,-32.4083333333333,159.3,292,"Sep",58.8895129438319,92.1104808069266
"293",2023-09-24,227150,-32.38125,159.31875,293,"Sep",56.0430991756546,89.6300256954525
"294",2023-09-25,227150,-32.325,159.325,294,"Sep",49.9112304988787,83.7833182970707
"295",2023-09-26,227150,-32.2625,159.34375,295,"Sep",43.3351072485057,77.7218132962492
"296",2023-09-27,227150,-32.225,159.35,296,"Sep",39.3416940252617,74.0114202675312
"297",2023-09-28,227150,-32.18125,159.33125,297,"Sep",34.2637787416975,68.8482211554194
"298",2023-09-29,227150,-32.1375,159.30625,298,"Sep",29.0735591563388,63.4786837226428
"299",2023-09-30,227150,-32.0875,159.2625,299,"Sep",23.1873735264848,56.8834970912563
"300",2023-10-01,227150,-32.0375,159.21875,300,"Oct",17.857317459147,50.3740421600298
"301",2023-10-02,227150,-32.00625,159.2,301,"Oct",14.8038704827355,46.5653284436498
"302",2023-10-03,227150,-31.98125,159.23125,302,"Oct",11.5279262539479,44.7777354949665
"303",2023-10-04,227150,-31.975,159.30625,303,"Oct",11.3616783201553,46.9825693669428
"304",2023-10-05,227150,-31.975,159.3625,304,"Oct",13.5662670475405,49.687949143216
"305",2023-10-06,227150,-32,159.375,305,"Oct",16.5790575760772,52.6563912494637
"306",2023-10-07,227150,-32.025,159.39375,306,"Oct",19.8228014369445,55.9462452413518
