DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
47622,47622,0.500000,MiniPAT,00:00:00 26-Feb-2019,,,,50.500000,4.250000,TimeSeries,214.000000,16.750000,TimeSeries
47622,47622,0.500000,MiniPAT,09:00:00 26-Feb-2019,,,,0.000000,0.500000,TAD,224.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 27-Feb-2019,,,,0.000000,0.500000,TAD,272.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 28-Feb-2019,,,,0.000000,0.500000,TAD,269.500000,22.750000,TimeSeries
47622,47622,0.500000,MiniPAT,00:00:00 01-Mar-2019,,,,0.000000,0.500000,TAD,312.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 02-Mar-2019,,,,0.000000,0.500000,TAD,418.750000,34.500000,TimeSeries
47622,47622,0.500000,MiniPAT,00:00:00 03-Mar-2019,,,,0.000000,0.500000,TAD,624.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 04-Mar-2019,,,,0.000000,0.500000,TAD,408.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 05-Mar-2019,,,,0.000000,0.500000,TAD,408.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 06-Mar-2019,,,,0.000000,0.500000,TAD,464.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 07-Mar-2019,,,,0.000000,0.500000,TAD,424.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 08-Mar-2019,,,,0.000000,0.500000,TAD,584.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 09-Mar-2019,,,,0.000000,0.500000,TAD,424.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 10-Mar-2019,,,,0.000000,0.500000,TAD,424.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 11-Mar-2019,,,,0.000000,0.500000,TAD,376.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 12-Mar-2019,,,,0.000000,0.500000,TAD,368.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 13-Mar-2019,,,,3.625000,3.625000,TimeSeries,388.000000,32.250000,TimeSeries
47622,47622,0.500000,MiniPAT,00:00:00 14-Mar-2019,,,,0.000000,0.500000,TAD,376.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 15-Mar-2019,,,,0.000000,0.500000,TAD,544.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 16-Mar-2019,,,,0.000000,0.500000,TAD,416.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 17-Mar-2019,,,,0.000000,0.500000,TAD,496.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 18-Mar-2019,,,,0.000000,0.500000,TAD,368.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 19-Mar-2019,,,,0.000000,0.500000,TAD,376.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 20-Mar-2019,,,,16.000000,16.000000,LightLoc,320.750000,27.500000,TimeSeries
47622,47622,0.500000,MiniPAT,00:00:00 21-Mar-2019,,,,0.000000,0.500000,TAD,464.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 22-Mar-2019,,,,0.000000,0.500000,TAD,480.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 23-Mar-2019,,,,2.125000,2.125000,TimeSeries,288.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 24-Mar-2019,,,,0.000000,0.500000,TAD,440.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 25-Mar-2019,,,,0.000000,0.500000,TAD,344.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 26-Mar-2019,,,,0.000000,0.500000,TAD,496.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 27-Mar-2019,,,,0.000000,0.500000,TAD,336.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 28-Mar-2019,,,,0.000000,0.500000,TAD,528.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 29-Mar-2019,,,,0.000000,0.500000,TAD,320.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 30-Mar-2019,,,,0.000000,4.000000,PDT,368.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 31-Mar-2019,,,,0.000000,0.500000,TAD,488.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 01-Apr-2019,,,,0.000000,0.500000,TAD,396.500000,32.750000,TimeSeries
47622,47622,0.500000,MiniPAT,00:00:00 02-Apr-2019,,,,0.000000,0.500000,TAD,952.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 03-Apr-2019,,,,0.000000,0.500000,TAD,424.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 04-Apr-2019,,,,0.000000,0.500000,TAD,664.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 05-Apr-2019,,,,0.000000,0.500000,TAD,280.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 06-Apr-2019,,,,0.000000,0.500000,TAD,368.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 07-Apr-2019,,,,0.000000,0.500000,TAD,528.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 08-Apr-2019,,,,16.000000,16.000000,LightLoc,229.250000,18.000000,TimeSeries
47622,47622,0.500000,MiniPAT,00:00:00 09-Apr-2019,,,,0.000000,0.500000,TAD,496.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 10-Apr-2019,,,,0.000000,0.500000,TAD,280.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 11-Apr-2019,,,,0.000000,0.500000,TAD,288.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 12-Apr-2019,,,,0.000000,0.500000,TAD,280.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 13-Apr-2019,,,,0.000000,0.500000,TAD,472.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 14-Apr-2019,,,,0.000000,0.500000,TAD,600.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 15-Apr-2019,,,,0.000000,0.500000,TAD,400.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 16-Apr-2019,,,,0.000000,0.500000,TAD,520.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 17-Apr-2019,,,,0.000000,0.500000,TAD,624.000000,4.000000,PDT
47622,47622,0.500000,MiniPAT,00:00:00 18-Apr-2019,,,,0.000000,0.500000,TAD,440.000000,4.000000,PDT
