"Day","DeployID","MinDepth","MaxDepth","MeanDepth","MinTemp","MaxTemp","MeanTemp"
2019-02-26,47622,50.5,214,146.536144578313,20,25.3,22.4277108433735
2019-02-27,47622,2.5,253.5,143.385416666667,18.7,28.2,22.9708333333333
2019-02-28,47622,16.5,269.5,135.338541666667,11,28.5,23.1236111111111
2019-03-01,47622,2.5,298.5,120.600694444444,16.9,29.3,23.5708333333333
2019-03-02,47622,4,419,145.84375,11.4,29.6,23.2722222222222
2019-03-03,47622,1.5,590.5,150.770833333333,11.1,29.4,23.0833333333333
2019-03-04,47622,2,381.5,152.267361111111,12.1,29.3,23.0756944444444
2019-03-05,47622,2.5,351.5,128.296875,12.6,28.8,23.3347222222222
2019-03-06,47622,2,441.5,143.402777777778,9.9,28.8,23.3416666666667
2019-03-07,47622,2.5,404,160.847222222222,11.9,28.9,22.9909722222222
2019-03-08,47622,2.5,545.5,203.052083333333,9.2,29,21.5715277777778
2019-03-09,47622,2.5,329.5,137.963541666667,12.1,29,23.9729166666667
2019-03-10,47622,2.5,404,172.729166666667,11.8,29,22.075
2019-03-11,47622,2.5,351.5,166.767361111111,13.8,29.2,23.6590277777778
2019-03-12,47622,21.5,343.5,230.1875,14.1,29.3,22.6822916666667
2019-03-13,47622,3.5,388,210.684027777778,11.7,29,22.2965277777778
2019-03-14,47622,2.5,284.5,174.385416666667,18.8,29.1,23.7291666666667
2019-03-15,47622,2.5,516,190.420138888889,8.6,29.5,23.7708333333333
2019-03-16,47622,3.5,396.5,207.302083333333,12.3,29.6,23.2743055555556
2019-03-17,47622,2.5,463.5,200.548611111111,9.6,29.6,23.0298611111111
2019-03-18,47622,2.5,343.5,190.256944444444,13.8,29.6,23.7645833333333
2019-03-19,47622,2.5,359,188.317708333333,15.1,29.7,23.315625
2019-03-20,47622,2,321,194.572916666667,14.8,29.8,23.1555555555556
2019-03-21,47622,2.5,433,193.315972222222,9.4,30.2,23.0451388888889
2019-03-22,47622,2.5,292,172.53125,9.2,29.9,23.2916666666667
2019-03-23,47622,2,269.5,178.973958333333,17.9,29.9,23.6947916666667
2019-03-24,47622,2.5,419,174.3125,9.7,30,23.2104166666667
2019-03-25,47622,53.5,324,202.684027777778,12.1,29.8,22.1104166666667
2019-03-26,47622,2.5,473.5,190.934027777778,9.2,29.8,22.2284722222222
2019-03-27,47622,2.5,321,174.934027777778,12.3,29.8,22.5736111111111
2019-03-28,47622,2.5,284.5,155.447916666667,8.7,29.6,22.9013888888889
2019-03-29,47622,2,298.5,180.326388888889,15,29.6,22.9229166666667
2019-03-30,47622,2,262,165.166666666667,10.6,29.8,22.4798611111111
2019-03-31,47622,2,455.5,159.506944444444,9,29.4,23.2201388888889
2019-04-01,47622,3.5,396.5,181.59375,10.1,29.2,21.4395833333333
2019-04-02,47622,2,904,164.621527777778,5.8,29.2,22.2104166666667
2019-04-03,47622,2.5,396.5,152.213541666667,10,29.3,22.8097222222222
2019-04-04,47622,2,620.5,137.548611111111,7.4,29.2,23.0819444444444
2019-04-05,47622,2,262,140.986111111111,12.1,29,22.6861111111111
2019-04-06,47622,2,343.5,132.729166666667,10.7,29,23.0263888888889
2019-04-07,47622,2,501,133.677083333333,8.7,29,23.4114583333333
2019-04-08,47622,2,229.5,144.163194444444,13.3,28.9,22.7944444444444
2019-04-09,47622,2,475.5,152.298611111111,8.9,28.8,22.7902777777778
2019-04-10,47622,2,262,114.461805555556,11.7,29.4,24.4868055555556
2019-04-11,47622,2,276,134.880208333333,11.6,29.9,23.0590277777778
2019-04-12,47622,2,262,125.892361111111,11.9,29.8,23.4381944444444
2019-04-13,47622,2,284.5,114.979166666667,8.6,29.4,20.9680555555556
2019-04-14,47622,2.5,576,149.357638888889,7.9,29.2,21.8916666666667
2019-04-15,47622,2,381.5,150.638888888889,9.9,29,21.6604166666667
2019-04-16,47622,2,347.5,123.548611111111,10.3,29.2,23.3451388888889
2019-04-17,47622,1.5,590.5,145.708333333333,7.5,29.2,23.30625
2019-04-18,47622,1.5,359,129.645833333333,10.6,29.3,23.8208333333333
2019-04-20,47622,3,359,129.307291666667,10.8,29.1,23.3784722222222
2019-04-21,47622,2,224,127.84375,16,29.3,24.5159722222222
2019-04-22,47622,2,247,123.402777777778,14.9,29.3,23.9444444444444
2019-04-23,47622,2,374,149.003472222222,10.3,29.2,22.6388888888889
2019-04-24,47622,2,473.5,139.774305555556,8.9,29.1,22.6034722222222
2019-04-25,47622,2,269.5,138.479166666667,11.9,29,22.2534722222222
2019-04-26,47622,2,292,131.152777777778,11.2,29,22.4847222222222
2019-04-27,47622,2,433,148.065972222222,9.4,29,21.6666666666667
2019-04-28,47622,2,239.5,152.020833333333,13.8,29,21.6270833333333
2019-04-29,47622,2,448.5,153.392361111111,9.5,28.9,22.0166666666667
2019-04-30,47622,2.5,650,164.142361111111,7.1,28.9,21.4513888888889
2019-05-01,47622,2,247,148.661458333333,12.6,28.9,22.83125
2019-05-02,47622,23,448.5,151.822916666667,9.1,29,23.5618055555556
2019-05-03,47622,1.5,292,127.548611111111,11,29,24.6993055555556
2019-05-04,47622,8,292,138.5625,11.2,28.9,23.9645833333333
2019-05-05,47622,2,531,147.104166666667,8.3,28.9,23.1006944444444
2019-05-06,47622,2,247,136.854166666667,12.4,29,22.49375
2019-05-07,47622,2,236.5,121.953125,9.8,28.9,22.3541666666667
2019-05-08,47622,5,874,174.430555555556,5.7,29,23.1305555555556
2019-05-09,47622,1.5,198,128.34375,17.6,29.3,24.3284722222222
2019-05-10,47622,3,288,146.8125,12.1,29.2,23.6885416666667
2019-05-11,47622,2,455.5,152.902777777778,9.4,28.9,21.9027777777778
2019-05-12,47622,2,343.5,161.253472222222,10.4,29,20.8736111111111
2019-05-13,47622,2,351.5,157.736111111111,10.3,28.7,21.1340277777778
2019-05-14,47622,2,269.5,143.597222222222,11.6,28.9,22.1388888888889
2019-05-15,47622,2,374,155.927083333333,9.9,28.7,21.2631944444444
2019-05-16,47622,2,417,138.965277777778,8.4,28.7,22.6229166666667
2019-05-17,47622,2.5,378,143.546875,9.3,28.6,21.9989583333333
2019-05-18,47622,2.5,448,149.65625,9.3,29,20.875
2019-05-20,47622,2.5,253.5,156.368055555556,13,28.8,20.5611111111111
2019-05-21,47622,2.5,396.5,159.197916666667,9.8,28.6,21.0243055555556
2019-05-22,47622,2,232.5,122.8125,13.7,28.7,23.85
2019-05-23,47622,2,217,135.607638888889,14.1,28.6,23.2291666666667
2019-05-24,47622,2,269.5,143.482638888889,11.9,28.5,22.4256944444444
2019-05-25,47622,2,321,135.920138888889,10.5,28.4,23.8760416666667
2019-05-26,47622,2,206,130.03125,13.6,28.5,22.5770833333333
2019-05-27,47622,2,325.5,146.131944444444,10.8,28.5,21.6701388888889
2019-05-28,47622,2,374.5,142.732638888889,9.7,28.5,22.5409722222222
2019-05-29,47622,3,307,128.25,11,28.4,22.5916666666667
2019-05-30,47622,2,383.5,130.607638888889,10.1,28.5,23.36875
2019-05-31,47622,2,419,163.739583333333,9.6,28.5,21.3736111111111
2019-06-01,47622,2,314.5,146.302083333333,11.1,28.5,22.3347222222222
2019-06-02,47622,2,755,151.274305555556,6.4,28.5,22.5645833333333
2019-06-03,47622,2.5,253.5,150.114583333333,9.3,27.5,18.2770833333333
2019-06-04,47622,2.5,298.5,156.317708333333,11.5,28.9,23.2027777777778
2019-06-05,47622,2,463.5,175.743055555556,8.9,29.1,22.6548611111111
2019-06-06,47622,2,276,154.651041666667,9.6,29,22.6909722222222
2019-06-07,47622,2,419,153.243055555556,9.4,29,22.9625
2019-06-08,47622,2,434,152.270833333333,9.1,29,24.8697916666667
2019-06-09,47622,25.5,411.5,165.194444444444,9.1,27.9,23.5375
2019-06-10,47622,2.5,365,138.461805555556,9.1,28.5,23.7527777777778
2019-06-11,47622,2,441.5,154.25,9,29,23.4444444444444
2019-06-12,47622,1.5,404,146.225694444444,9.4,28.8,23.8881944444444
2019-06-13,47622,2,473.5,163.416666666667,8.8,28.4,23.1604166666667
2019-06-14,47622,2.5,388,157.010416666667,9.9,28.8,22.4895833333333
2019-06-15,47622,2,247,146.395833333333,8.9,28.3,21.0993055555556
2019-06-16,47622,4,441.5,192.53125,9.3,28.5,21.3052083333333
2019-06-17,47622,2,269,154.857638888889,12.2,28,22.8145833333333
2019-06-18,47622,2,486.5,163.739583333333,8.6,28.1,22.10625
2019-06-19,47622,2.5,463.5,174.055555555556,8.8,28.5,21.2006944444444
2019-06-20,47622,2,307,142.625,13.4,28.5,23.7875
2019-06-21,47622,2,255.5,158.638888888889,14.4,28.5,24.4833333333333
2019-06-22,47622,5.5,239,164.614583333333,18.1,28.5,23.8597222222222
2019-06-23,47622,6.5,257.5,158.072916666667,15.1,28.5,24.4618055555556
2019-06-24,47622,2.5,292,166.291666666667,10.7,28.3,23.4833333333333
2019-06-25,47622,2,239.5,160.111111111111,14.9,28.6,24.0069444444444
2019-06-26,47622,2.5,344.5,169.052083333333,10.6,28.5,23.4
2019-06-27,47622,2,347.5,155.076388888889,10.2,28.5,24.0243055555556
2019-06-28,47622,2,531,179.128472222222,8.4,28.3,22.6791666666667
2019-06-29,47622,2,441.5,166.260416666667,9.6,28.3,21.875
2019-06-30,47622,2.5,473.5,199.503472222222,8.9,28.5,20.1625
2019-07-01,47622,2,321,136.652777777778,11.1,28.5,23.5840277777778
2019-07-02,47622,2,365.5,153.194444444444,10.5,28.4,22.2493055555556
2019-07-03,47622,2,365.5,171.253472222222,10.2,28.4,20.94375
2019-07-04,47622,2,419,174.100694444444,9,28.3,21.0972222222222
2019-07-05,47622,2,387.5,159.822916666667,8.9,28.7,23.5194444444444
2019-07-07,47622,2.5,322,153.444444444444,10.3,28.1,23.1486111111111
2019-07-08,47622,2,441.5,170.982638888889,9.6,28.3,21.9743055555556
2019-07-09,47622,2,343.5,172.317708333333,10.2,28.7,21.1486111111111
2019-07-10,47622,2,247,159.444444444444,14.9,29,23.7666666666667
2019-07-11,47622,126,509,187.916666666667,21,25.4,23.8270833333333
2019-07-12,47622,2,345,163.385416666667,11,28.8,23.9548611111111
