lat,lon,fishing_hours,PTT
-7.5,-149.5,1.2213888888888889,47622
-7.5,-149.6,2.735555555555555,47622
-7.6,-149.5,5.612222222222222,47622
-6,-148.1,3.1077777777777778,47622
-6.3,-148.2,11.658611111111112,47622
-6.9,-148.4,5.378333333333332,47622
-6.4,-148.2,5.291111111111111,47622
-6.6,-148.3,3.905277777777778,47622
-6.7,-148.2,4.072222222222222,47622
-6.8,-148.3,4.27138888888889,47622
-6.7,-148,0.31972222222222224,47622
-6.9,-148,16.700833333333332,47622
-5.8,-146.3,11.739444444444445,47622
-7.2,-147.8,7.2575,47622
-7.5,-147.7,9.404444444444444,47622
-7.4,-147.6,4.541388888888889,47622
-7.6,-147.5,12.551666666666666,47622
-8.7,-148.8,5.00111111111111,47622
-8.4,-146.4,18.83527777777778,47622
-9.6,-146.3,39.63861111111111,47622
-9.7,-146.3,43.69888888888888,47622
-9.9,-146.7,36.61611111111112,47622
-9.8,-146.6,29.84305555555556,47622
-4.1,-145.2,1.5397222222222222,47622
-4,-144.4,1.2538888888888888,47622
-4.6,-145.9,4.112222222222222,47622
-4.7,-145.7,3.0338888888888884,47622
-4.2,-145.2,0.04722222222222222,47622
-4.3,-145.2,1.2897222222222222,47622
-4.4,-145.1,3.930555555555556,47622
-4.7,-145.5,2.1900000000000004,47622
-5.3,-145.6,3.0444444444444443,47622
-5.8,-146.2,2.516388888888889,47622
-5.9,-145.5,5.119722222222222,47622
-6,-145.5,7.5344444444444445,47622
-6.2,-145.5,3.009444444444444,47622
-6.3,-144.5,1.705,47622
-6.5,-144.8,4.147777777777778,47622
-8,-145.4,7.778611111111112,47622
-8,-145.3,4.000555555555556,47622
-8,-145.1,8.281944444444443,47622
-8.1,-145.2,11.357777777777777,47622
-7.3,-144.4,6.808055555555556,47622
-8.3,-144.7,15.503055555555555,47622
-8.6,-145.9,28.149444444444445,47622
-8.6,-145.7,11.180555555555555,47622
-8.8,-145.6,15.04361111111111,47622
-8.7,-145.5,14.774722222222223,47622
-9.4,-146.1,52.130833333333335,47622
-9.4,-145.6,31.366666666666667,47622
-9.6,-146.2,26.493055555555557,47622
-9.5,-146.1,45.24944444444444,47622
-9.3,-145.5,28.160000000000004,47622
-9.3,-145.1,35.769999999999996,47622
-9,-144.6,3.2300000000000004,47622
-9.7,-144.4,13.190833333333334,47622
-9.8,-144.3,14.632777777777775,47622
-10.2,-145.7,46.742777777777775,47622
-10.4,-144.9,34.09138888888889,47622
-10.8,-146.2,128.90777777777777,47622
-10.8,-145.2,63.61611111111112,47622
-10.6,-145,69.64611111111111,47622
-9.9,-144.3,14.142499999999998,47622
-10.3,-144,33.62666666666667,47622
-10.5,-143.8,36.76722222222222,47622
-10.6,-143.7,30.314444444444444,47622
-10.7,-143.7,29.433888888888895,47622
-8.9,-141.6,3.943055555555556,47622
-12.4,-156.7,59.90694444444444,47622
-12.4,-156.4,41.20555555555556,47622
-12.4,-156.3,55.85972222222222,47622
-12.4,-156.2,36.20722222222222,47622
-12,-156,20.957222222222224,47622
-12,-155.5,41.76972222222223,47622
-12,-155.4,39.23472222222222,47622
-12.1,-155.6,67.76611111111112,47622
-12.1,-155.4,59.85777777777777,47622
-12.3,-155.9,54.45,47622
-12.3,-155.8,84.13972222222222,47622
-12.4,-155.8,52.17305555555555,47622
-12.4,-156,50.04333333333334,47622
-12.4,-155.7,63.10333333333333,47622
-12.3,-155.6,65.71861111111112,47622
-12.4,-155.6,53.584166666666675,47622
-12,-155.3,18.343055555555555,47622
-12.1,-155.3,31.70777777777778,47622
-12.2,-155.4,69.98694444444445,47622
-12.6,-157,98.32916666666668,47622
-13.1,-157.3,77.75111111111111,47622
-12.9,-156.5,87.70805555555556,47622
-12.7,-156.3,78.87722222222223,47622
-12.9,-156.6,104.49777777777778,47622
-12.6,-156,56.310833333333335,47622
-14.6,-145.1,1.8161111111111112,47622
-4.7,-161.5,4.668611111111111,47622
-4.9,-161,8.120833333333334,47622
-5,-161.1,8.149722222222222,47622
-5,-160.9,23.864166666666662,47622
-5,-160.8,31.301111111111112,47622
-5.1,-160.8,15.514444444444443,47622
-5.1,-160.9,4.933888888888889,47622
-5.2,-160.7,9.464444444444444,47622
-4.8,-160,5.382499999999999,47622
-5.5,-159.8,16.57611111111111,47622
-5.5,-159.7,6.757777777777777,47622
-10.9,-162.4,3.808055555555556,47622
-10.9,-162.2,10.363611111111112,47622
