lat,lon,fishing_hours,PTT
-28.7,-168.8,1.6502777777777775,47618
-28.6,-165.9,5.0697222222222225,47618
-28.7,-166,5.744444444444445,47618
-27.9,-166.4,5.097222222222223,47618
-28,-164.2,10.239722222222223,47618
-28.6,-161.2,2.1694444444444447,47618
-27.4,-160.8,0.8886111111111112,47618
-27.8,-160.8,3.727777777777778,47618
-27.4,-162.7,2.4430555555555555,47618
-28.4,-160.5,13.119444444444444,47618
-27.3,-162.6,5.2875,47618
-28,-164.8,11.375277777777775,47618
-27.2,-162.2,6.814166666666667,47618
-28.6,-160.5,10.358888888888888,47618
-28.5,-161.5,7.9638888888888895,47618
-28.6,-168,11.42,47618
-28.6,-168.2,6.1211111111111105,47618
-28.6,-168.1,4.3825,47618
-27.3,-159,3.055277777777778,47618
-26.2,-163.7,2.2444444444444436,47618
-26.2,-163.6,2.845,47618
-26.1,-163.1,5.69361111111111,47618
-25.7,-163.2,2.0869444444444443,47618
-27.8,-159.8,7.032500000000001,47618
-27.1,-159,4.868333333333333,47618
-26.3,-163.5,0.9711111111111111,47618
-26,-163.8,0.7702777777777778,47618
-28,-158.7,2.627777777777778,47618
-25.8,-163.5,2.686111111111111,47618
-28.2,-158.5,5.383055555555556,47618
-26.3,-163,6.835000000000001,47618
-26.8,-161.7,1.2561111111111112,47618
-25.7,-163.7,5.20888888888889,47618
-27.4,-159.1,1.906388888888889,47618
-27.2,-158.9,6.5075,47618
-26,-163.5,0.8252777777777779,47618
-25.2,-163.1,2.801944444444445,47618
-26.1,-163.6,9.29277777777778,47618
-26.8,-160.5,1.9858333333333331,47618
-28.1,-160.5,1.410277777777778,47618
-27.8,-159.9,1.9294444444444443,47618
-27.4,-159.2,1.4577777777777778,47618
-26,-163.1,2.7483333333333335,47618
-27.6,-159.5,0.8899999999999999,47618
-26.1,-163.5,3.9730555555555553,47618
-26.2,-164.3,3.107777777777778,47618
-26.4,-164,3.1686111111111113,47618
-28.5,-167,4.043333333333334,47618
-26.6,-163.9,1.000277777777778,47618
-28.3,-167,16.273611111111112,47618
-28.6,-166.9,2.7616666666666667,47618
-26.7,-163.7,0.9825000000000002,47618
-28.7,-157.1,11.577222222222222,47618
-28.7,-158.7,13.338611111111112,47618
-27.7,-156.3,2.9491666666666663,47618
-27.9,-156.2,8.103611111111112,47618
-28.3,-156.1,0.992777777777778,47618
-28,-156.1,2.8550000000000004,47618
-28.9,-156.5,5.259166666666666,47618
-28.8,-156.3,10.247777777777776,47618
-27.6,-156.4,1.887777777777778,47618
-28.8,-158.4,16.084444444444443,47618
-27.9,-158.3,1.3205555555555557,47618
-28.6,-156.4,7.962222222222222,47618
-28.2,-156.6,2.408611111111111,47618
-27.8,-156.2,8.780555555555557,47618
-28.2,-158.3,6.623055555555556,47618
-28.3,-156.5,2.391111111111111,47618
-28.8,-158.6,10.090833333333334,47618
-28.8,-158.1,9.106666666666666,47618
-28.2,-156.1,1.0244444444444445,47618
-28.4,-156.1,1.031111111111111,47618
-28.6,-156.2,11.871666666666668,47618
-28.8,-156.4,4.130833333333333,47618
-28.5,-158.4,4.474722222222222,47618
-28.6,-157.2,6.4783333333333335,47618
-28.7,-166.5,1.893333333333333,47618
-28.6,-166.6,2.8633333333333333,47618
-28.2,-166.7,7.197222222222222,47618
-28.3,-166.7,3.249166666666667,47618
-28.9,-166.7,0.968888888888889,47618
-28.9,-162.5,1.8258333333333332,47618
-28.7,-162.5,8.021111111111113,47618
-28.9,-164.2,1.5513888888888887,47618
-28.7,-164,3.258611111111111,47618
-28.8,-160.3,4.63,47618
-28.6,-164.1,8.256666666666666,47618
-28.9,-157.7,2.0583333333333336,47618
-28.4,-158.2,10.326944444444443,47618
-28.8,-156.7,10.360555555555557,47618
-28.9,-157.8,3.866111111111111,47618
-28.7,-156.5,16.42388888888889,47618
-28.8,-166.4,3.506944444444444,47618
-28.4,-166.4,10.348888888888888,47618
-28.7,-166.3,4.535,47618
-25.5,-164.7,0.9913888888888888,47618
-25.4,-164.7,0.8166666666666667,47618
-20.1,-168.8,1.3075,47618
-20.3,-168.8,1.0752777777777778,47618
-22.7,-167.3,1.0483333333333336,47618
-23.8,-166.1,0.5922222222222222,47618
-20.4,-168.7,1.0086111111111111,47618
-24.3,-165.6,1.1136111111111109,47618
