"","Date","Ptt","Latitude","Longitude","day.at.liberty","month","DistfromStart","bathy_depth","DistToShelf","DistToShore","MinTempFromSeries","MeanTempFromSeries","MaxTempFromSeries","MinDepthFromSeries","MaxDepthFromSeries","MeanDepthFromSeries","MinTemp","MaxTemp","MinDepth","MaxDepth","MeanTempPDT","MeanDepthPDT","DistTravelled","date","rs_gsla","rs_vcur","rs_ucur","rs_current_velocity","rs_current_bearing","rs_sst_interpolated","degree_angle","radius"
"69",2022-06-01,227151,-34.7875,151.65,69,"Jun",1009.30946896443,-4201.12744140625,46.9233860009394,72.8812022738489,17.6,18.7875,20.6,47.5,74.5,62.2708333333333,17.7,20.9,45,76,19.2666666666667,28.0714285714286,18.355779889156,2022-06-01,0.270855904658722,-0.488456197640883,0.0631742786077244,0.492524564353288,352.630583030359,21.7400000000001,97.3694169696412,1.69941691686748
"70",2022-06-02,227151,-34.83125,151.51875,70,"Jun",1022.24208797992,-3972.74755859375,36.8531791517097,62.223740228213,19.4,19.6923611111111,21,54,76.5,69.3541666666667,19.5,21.3,48,77,20.2333333333333,28.0714285714286,12.9529729726529,2022-06-02,0.247814078403247,-0.506920177620436,0.109410525994537,0.518593028951542,347.820463270422,21.57,102.179536729578,1.78336934409362
"71",2022-06-03,227151,-34.8625,151.4,71,"Jun",1033.6221870287,-2226.5,26.5436238788738,52.6782530534641,19.4,19.8152777777778,20.9,50,74.5,63.8958333333333,19.4,21,48,76,20.1,28.0714285714286,11.4005227061098,2022-06-03,0.203866754154396,-0.333114614011262,0.155951963133078,0.367812942775173,334.912741555743,21.5000000000001,115.087258444257,2.00865158694593
"72",2022-06-04,227151,-34.975,151.5,72,"Jun",1049.10172839248,-3228.37255859375,37.068778715258,60.0562992133754,19.4,19.4041666666667,19.5,58.5,74.5,68.59375,19.3,21,48,76,NA,NA,15.4682399939172,2022-06-04,0.120855141684342,-0.291913997527963,0.342117711687242,0.449731376048937,310.472668239924,21.33,139.527331760076,2.43521133573577
"73",2022-06-05,227151,-35.08125,151.58125,73,"Jun",1063.04138996055,-4776.06005859375,46.711848761029,67.3929318040411,18.6,18.75625,18.9,34,74.5,68,18.6,20.5,21,76,19.46,25.1363636363636,13.9255721806197,2022-06-05,0.116735080036012,-0.582302046297285,0.346237773335571,0.677463112506047,329.264212492839,21.1100000000001,120.735787507161,2.10723701698819
"74",2022-06-06,227151,-35.2,151.625,74,"Jun",1076.83202582066,-4851.37744140625,54.4580604836972,72.9693211059408,17.8,18.2229166666667,19.9,50,75,66.53125,17.8,20.1,20,76,18.78,25.8636363636364,13.7645808670838,2022-06-06,0.0151068927105428,-0.675537515450231,0.416889200860635,0.79381832970453,328.320343221752,21.2,121.679656778248,2.12371064347706
"75",2022-06-07,227151,-35.325,151.683333333333,75,"Jun",1091.70624244546,-4865.9951171875,64.2669742450948,82.012163941131,18.1,18.4097222222222,19.6,49.5,76.5,66.6319444444444,18.2,19.9,47,78,NA,NA,14.8493076620541,2022-06-07,0.0697358582698793,-0.489371766896068,0.412616544336441,0.640107130795405,319.863900179272,20.32,130.136099820728,2.2713034175757
"76",2022-06-08,227151,-35.40625,151.70625,76,"Jun",1100.97672739158,-4865.56494140625,70.1701510622642,87.4024584359409,19.4,19.5583333333333,19.8,57.5,75.5,64.9635416666667,18.3,19.8,56,81,19.0333333333333,30.3571428571429,9.25192606833265,2022-06-08,0.160682404284864,-0.639219934994583,0.300154120824623,0.706183135979953,334.846980311117,20.7,115.153019688883,2.00979933718487
"77",2022-06-09,227151,-35.375,151.5875,77,"Jun",1112.28820187877,-4861,59.0571194568882,76.1597678905069,19.8,19.86875,19.9,57,70.5,62.8125,19.4,19.9,40,72,19.7,25.7857142857143,11.3321200352621,2022-06-09,0.177467840629912,-0.603054949414799,0.212259472326919,0.639319447229777,340.609273059404,20.2400000000001,109.390726940596,1.90922835626346
"78",2022-06-10,227151,-35.2916666666667,151.583333333333,78,"Jun",1121.56215128248,-4821.12255859375,54.4572094525425,72.1974522841133,19.4,19.4385416666667,19.5,54,72,61.3923611111111,19.4,19.5,30,72,19.4,24.9444444444444,9.253315019518,2022-06-10,0.221262570002899,-0.53820212717257,0.0637846581111806,0.541968645129438,353.241156204693,20.6100000000001,96.7588437953071,1.688760404651
"79",2022-06-11,227151,-35.16875,151.6,79,"Jun",1135.31343870889,-4853.75,51.2160444288611,70.076562307122,19.3,19.3673611111111,19.5,59,83,66.3993055555556,19.3,19.4,55,82,19.3,30.3571428571429,13.7211035794836,2022-06-11,0.300764500328079,-0.591305143973265,-0.024567775014115,0.591815299614997,2.37917882207509,20.8500000000001,87.6208211779249,1.52927182285597
"80",2022-06-12,227151,-35.05,151.55,80,"Jun",1149.27918439963,-4502.62255859375,43.0702107947114,64.4583362394185,Inf,NA,-Inf,63.5,87.5,73.6770833333333,19.1,19.2,50,89,19.1,31.1666666666667,13.940730264345,2022-06-12,0.326400439473242,-0.589016220835304,-0.147254055208826,0.607144023426524,14.0362434679265,20.6900000000001,75.9637565320735,1.32581766366803
"81",2022-06-13,227151,-34.9083333333333,151.375,81,"Jun",1171.69249600519,-1980.5,24.6617441333247,49.8865893944174,19.1,19.103125,19.2,54,67,60.7239583333333,19.1,19.2,46,71,19.0666666666667,26.9285714285714,22.4132227493121,2022-06-13,0.303968992721224,-0.585048754062839,-0.119024003173973,0.597033297197098,11.4994817297665,20.5000000000001,78.5005182702335,1.37009250833754
"82",2022-06-14,227151,-34.705,151.085,82,"Jun",1206.50956862928,-145.997497558594,4.81254912816011,20.639747773532,18.9,18.975,19,53.5,71,61.4322916666667,19,19.1,51,84,NA,NA,34.8276830286489,2022-06-14,0.20890238505791,-0.44557703752308,-0.0848427509804221,0.453582615144992,10.7806911837254,20.22,79.2193088162746,1.38263776999816
"83",2022-06-15,227151,-34.605,151.025,83,"Jun",1218.90965236475,-121.245002746582,13.7038667680671,12.4052413385568,18.8,19.0222222222222,19.1,0.5,79,20.4409722222223,18.9,19.1,-1,83,18.9833333333333,19.1153846153846,12.3820873438411,2022-06-15,0.206918651671677,-0.372178902232463,-0.0987288846840523,0.385051331562323,14.8568228630684,19.97,75.1431771369316,1.31149585144878
"84",2022-06-16,227151,-34.42,150.985,84,"Jun",1239.80464549932,-41.625,24.4436123020486,7.24753524026499,19.1,19.1104166666667,19.2,0.5,0.5,0.5,19,19.2,-1,0,19,1.5,20.848466210062,2022-06-16,0.17288999435399,-0.44221995025407,-0.137793172905254,0.463190503898784,17.30673139111,19.34,72.69326860889,1.26873688126177
"85",2022-06-17,227151,-34.6416666666667,151.2125,85,"Jun",1272.08221681943,-271.3125,3.87739882949069,30.0250928649496,18.9,20.6569444444444,21.5,0.5,0.5,0.5,19,21.5,-1,1,NA,NA,32.2627329922482,2022-06-17,0.227366365037462,-0.639372529870447,-0.175331512367815,0.662976900941594,15.3349258417551,20.3600000000001,74.6650741582449,1.30315138030711
"86",2022-06-18,227151,-35.233,151.151,86,"Jun",1338.0740281216,-1722.74755859375,16.3924415065212,33.6906849568909,Inf,NA,-Inf,0.5,0.5,0.5,21.4,21.5,-1,0,NA,NA,65.8423368670486,2022-06-18,0.25727496070682,-0.607175011063129,-0.125432987960264,0.619995910089857,11.6722265842395,20.58,78.3277734157605,1.36707754186111
