"","Date","Ptt","Latitude","Longitude","day.at.liberty","month","DistfromStart","bathy_depth","DistToShelf","DistToShore","MinTempFromSeries","MeanTempFromSeries","MaxTempFromSeries","MinDepthFromSeries","MaxDepthFromSeries","MeanDepthFromSeries","MinTemp","MaxTemp","MinDepth","MaxDepth","MeanTempPDT","MeanDepthPDT","DistTravelled","date","rs_gsla","rs_vcur","rs_ucur","rs_current_velocity","rs_current_bearing","rs_sst_interpolated","degree_angle","radius"
"55",2022-05-18,227151,-34.3875,151.75625,55,"May",810.108096929186,-2421.0576171875,36.4283984252787,62.3118884446927,17.4,17.4645833333333,18.6,Inf,-Inf,NA,NA,NA,NA,NA,18.5333333333333,28.0714285714286,12.0072163793539,2022-05-18,0.335403537149223,-0.121007736560206,-0.064547632490501,0.137146889018866,28.0762369050546,23.2,61.9237630949455,1.08077355123175
"56",2022-05-19,227151,-34.29375,151.825,56,"May",822.29473989635,-2424.9375,37.1507066212105,62.4821094175819,17.1,17.7173611111111,20.8,50,75,68.8020833333333,17.1,21.5,39,75,19.5666666666667,24.6428571428571,12.1724609891975,2022-05-19,0.329757526742252,-0.234690919078937,0.00656157966215495,0.234782626754577,358.398519583547,23.33,91.6014804164529,1.59874743296821
"57",2022-05-20,227151,-34.275,151.91875,57,"May",831.156764169633,-3018.93505859375,43.4073776521957,69.2158231194185,17,17.3916666666667,19.7,47,76.5,68.0277777777778,17.1,20.1,46,76,18.0666666666667,28.0714285714286,8.87914314613302,2022-05-20,0.286115392245128,-0.160529809409,0.0952192025391787,0.186645429199557,329.325451340146,23.2400000000001,120.674548659854,2.10616819747256
"58",2022-05-21,227151,-34.3875,151.74375,58,"May",851.521030305566,-2349.0576171875,35.4204635721976,61.3164905886322,Inf,NA,-Inf,58.5,75.5,69.8958333333333,17.4,20.2,47,75,18.5666666666667,26.9285714285714,20.3736371921449,2022-05-21,0.250103001541208,-0.0640898478629088,0.0581386477042101,0.0865309826360769,317.787480842032,22.8100000000001,132.212519157968,2.30754377166262
"59",2022-05-22,227151,-34.5125,151.61875,59,"May",869.536654961958,-2648.25,32.6678049475149,61.0439910638434,17.4,18.1215277777778,19.4,66,74,70.1145833333333,17.5,20.7,45,77,NA,NA,18.0061733259026,2022-05-22,0.350510429859765,-0.151374116857156,-0.205240108037172,0.25502475409535,53.5895009854307,22.9800000000001,36.4104990145693,0.635483090098385
"60",2022-05-23,227151,-34.6125,151.53125,60,"May",883.242167674234,-2227.37255859375,30.0327126021727,57.7637846326396,18,19.978125,21.4,55.5,75,69.3402777777778,NA,NA,NA,NA,20,27.3,13.6945677531462,2022-05-23,0.327621198480155,-0.155494178505486,-0.187081317809348,0.243264997528165,50.2680560836728,23.14,39.7319439163272,0.69345323955764
"61",2022-05-24,227151,-34.6625,151.425,61,"May",894.440348589802,-2464.3076171875,22.9346772788423,49.6177084299744,18,18.690625,19.3,57,75,70.2291666666667,NA,NA,NA,NA,19.5666666666667,26.9285714285714,11.2103254973953,2022-05-24,0.350052645232173,-0.289319884638274,-0.192879923092183,0.347719226358208,33.6900675259798,23.09,56.3099324740202,0.982793723247329
"62",2022-05-25,227151,-34.7,151.45,62,"May",899.195660315401,-2921.8125,26.5184842585879,52.6603608702671,17.3,17.4708333333333,17.7,53.5,76,67.9166666666667,NA,NA,NA,NA,17.925,28.5,4.74919038105393,2022-05-25,0.363328399432347,-0.303511208093632,-0.197915553995697,0.362339095257301,33.1078269896999,23.1000000000001,56.8921730103001,0.992955737643991
"63",2022-05-26,227151,-34.725,151.49375,63,"May",904.065901271667,-3174.6826171875,31.2131336916308,57.2174423720804,16.5,17.325,19.1,54.5,74.5,66.625,NA,NA,NA,NA,17.4666666666667,28.0714285714286,4.87379966695844,2022-05-26,0.354477896632231,-0.280621976714022,-0.173347778981582,0.329845640099627,31.7047460884037,22.76,58.2952539115963,1.01744411904346
"64",2022-05-27,227151,-34.71875,151.5,64,"May",904.965492934102,-3174.6826171875,31.5424096107477,57.5998402047117,NA,NA,NA,NA,NA,NA,16.7,20,45,76,17.9666666666667,28.0714285714286,0.899142521406656,2022-05-27,0.332656829383669,-0.337997650038912,-0.157477911891719,0.372882963093787,24.9814811241374,22.95,65.0185188758626,1.13478722915389
"65",2022-05-28,227151,-34.70625,151.51875,65,"May",907.172107466072,-2632.6826171875,32.6529764846998,58.9583602950575,16.3,16.9722222222222,19.2,47.5,74.5,66.5590277777778,16.3,19.3,43,76,17.85,27.6111111111111,2.20751586263287,2022-05-28,0.325637465093922,-0.23179161643752,-0.108342361863489,0.255862112914119,25.0519872676845,23.1000000000001,64.9480127323155,1.1335566648061
"66",2022-05-29,227151,-34.78125,151.78125,66,"May",932.565207007594,-4688.56494140625,58.0740568850492,84.2656480328932,16.7,17.0739583333333,18.9,53.5,75.5,70.9270833333333,16.7,18.9,50,76,17.5,28.0714285714286,25.4368184959361,2022-05-29,0.278943433079517,-0.0163276517174553,0.0115972105656692,0.0200271691337291,324.614569270901,21.6800000000001,125.385430729099,2.18838860025405
"67",2022-05-30,227151,-34.875,152.11875,67,"May",965.086999922408,-4856.87744140625,90.630175289792,116.77091367503,Inf,NA,-Inf,54.5,76,70.8489583333333,16.9,19.2,43,77,18.1,27.6111111111111,32.5787205837872,2022-05-30,0.111546854256634,0.381487189660171,0.315108418659301,0.494798738261104,219.556706487656,21.59,230.443293512344,4.0219942109301
"68",2022-05-31,227151,-34.8,151.85,68,"May",990.993746833098,-4864.31494140625,64.6955978029989,90.8766019562297,16.8,17.3659722222222,18.8,56,76.5,69.6180555555556,16.9,19,48,77,18,28.0714285714286,25.9520083096371,2022-05-31,0.262463186486198,-0.25468084781713,0.0477621961454534,0.259120747192287,349.37827201902,21.8100000000001,100.62172798098,1.75618045231422
