Date,Ptt,Latitude,Longitude,day.at.liberty,month,DistfromStart,bathy_depth,DistToShelf,DistToShore,MinTemp,MaxTemp,MinDepth,MaxDepth,MeanTempPDT,MeanDepthPDT,DistTravelled
2022-12-21,227150,-31.44375,159.23125,16,Dec,104.832784672404,-1699.61999511719,7.95515370186966,16.4998243944637,19.1,21.8,8,67,20.86,17.863636363636363,2.738510618838229
2022-12-22,227150,-31.45,159.2125,17,Dec,106.74241654364,-1512.56005859375,6.07233223171191,14.710366388165,19,21.8,34,66,NA,NA,1.912280740695181
2022-12-23,227150,-31.45,159.2,18,Dec,107.928165612126,-1297,5.1012827169837,13.8336987247347,19,21.8,29,74,NA,NA,1.188160525284672
2022-12-24,227150,-31.43125,159.175,19,Dec,111.086006195879,-1266,4.06106049713083,13.5027962762846,19.1,22,20,74,20.550000000000004,22.27777777777778,3.15753680055731
2022-12-25,227150,-31.425,159.175,20,Dec,111.780974487407,-1266,4.52820681654275,14.0047913834146,18.7,22.1,32,75,20.55,24.055555555555557,0.6929803235729164
2022-12-26,227150,-31.4,159.175,21,Dec,114.560847653522,-1511.81005859375,6.40630456646875,16.1546627887371,18.6,21.9,21,73,20.425,22.27777777777778,2.7719145284582543
2022-12-27,227150,-31.38125,159.18125,22,Dec,116.728513187001,-1879.43994140625,8.18901011214908,18.2019216519386,18.9,22.1,15,75,20.699999999999996,21.5,2.1622491147212934
2022-12-28,227150,-31.34375,159.2,23,Dec,121.262465095361,-2110.5,11.7302000452283,22.6670056514197,18.9,22.6,20,77,20.66,25.136363636363637,4.524368448526517
2022-12-29,227150,-31.3125,159.20625,24,Dec,124.787651178432,-2106.49755859375,14.1897470770355,25.964265256008,18.8,22.5,24,75,20.85,22.27777777777778,3.5155387294055056
2022-12-30,227150,-31.2625,159.2375,25,Dec,131.090723807081,-1990.99755859375,20.1676648627743,32.2559172243071,19.4,22,37,72,20.500000000000004,24.642857142857142,6.291783532134174
2022-12-31,227150,-31.19375,159.2625,26,Dec,139.096426818083,-1987.50244140625,27.5687939579312,40.1200939467515,19.5,22.1,28,74,20.824999999999996,24.944444444444443,7.986029599174135
2023-01-01,227150,-31.1375,159.29375,27,Jan,146.021899525555,-2040.93249511719,34.3877031072803,47.0312222719192,19.5,22.2,24,69,20.925,22.27777777777778,6.911673259258813
2023-01-02,227150,-31.08125,159.3375,28,Jan,153.536540384288,-2173.625,41.8918518898727,54.478344394557,17.8,22.2,20,164,19.625,44.26470588235294,7.5041646727491695
2023-01-03,227150,-31.00625,159.38125,29,Jan,162.859715317072,-2100.0576171875,51.1368266602625,63.7831580582295,NA,NA,NA,NA,20.162499999999998,40.970588235294116,9.305159135495325
2023-01-04,227150,-30.9,159.4375,30,Jan,175.834831895136,-2080,63.9838306288449,76.7203304222337,NA,NA,NA,NA,19.150000000000002,49.911764705882355,12.9480265453465
2023-01-05,227150,-30.74375,159.53125,31,Jan,195.379780906857,-1989.93505859375,83.4633484568557,96.2265633245575,NA,NA,NA,NA,19.175,57.44117647058823,19.50756418692928
2023-01-06,227150,-30.59375,159.6,32,Jan,213.308328703088,-1570.75,87.0509485850454,88.4563615042399,NA,NA,NA,NA,19.687499999999996,48.029411764705884,17.887170957196368
2023-01-07,227150,-30.71875,159.50625,33,Jan,229.84950066617,-1999.93505859375,84.7342622356132,95.7820455819726,18.4,21.9,31,144,NA,NA,16.5160978569959
2023-01-08,227150,-30.925,159.51875,34,Jan,252.814495184384,-1703.74755859375,66.0893217317387,78.1536665656338,18.3,22.2,28,156,NA,NA,22.897454158857624
2023-01-09,227150,-31.06875,159.5375,35,Jan,268.898365555601,-1674.12744140625,55.7488623845633,66.4662150752984,18.4,22.7,26,154,20.125,40.5,16.03776881484471
2023-01-10,227150,-31.1625,159.56875,36,Jan,279.739064368499,-1478.30749511719,51.9364871075922,61.2510450288524,17.8,22.1,39,210,19.2625,56.5,10.813192656567159
2023-01-11,227150,-31.225,159.6,37,Jan,287.297738778064,-1386.93249511719,50.4020593961663,59.0908458055617,18.3,21.9,21,174,19.8125,46.14705882352941,7.542537189524889
2023-01-12,227150,-31.3083333333333,159.575,38,Jan,296.863785664715,-1631.00244140625,43.5198343396962,52.0353758707802,18.1,21.9,39,176,19.674999999999997,49.911764705882355,9.541347282994039
2023-01-13,227150,-31.325,159.5375,39,Jan,300.879319911051,-1717.87255859375,39.5250134648344,48.0197848630906,17.9,21.9,49,216,NA,NA,4.019485837846477
2023-01-14,227150,-31.34375,159.4875,40,Jan,306.065678399957,-1799.43505859375,34.4300703190337,42.8629828741264,18.2,21.8,37,174,NA,NA,5.192773990074607
2023-01-15,227150,-31.4,159.5375,41,Jan,313.91774557891,-1728.56494140625,35.5463752917677,44.4023397150292,16.4,21.3,46,301,18.637500000000003,80.97058823529412,7.843617949496815
2023-01-16,227150,-31.4625,159.5875,42,Jan,322.332203650949,-1755.31494140625,37.3817165991663,46.7637843857982,18.3,21.7,29,172,19.887500000000003,48.029411764705884,8.40350032007801
2023-01-17,227150,-31.5375,159.6125,43,Jan,331.00210844127,-1685.74499511719,35.328460710038,47.9707892798128,17.9,21.9,32,207,19.65,55.088235294117645,8.64837453808725
2023-01-18,227150,-31.5875,159.6375,44,Jan,337.045390737982,-1841.06494140625,34.1989407839149,50.3909588918519,18,22.2,41,208,NA,NA,6.030661139343199
2023-01-19,227150,-31.625,159.68125,45,Jan,342.923595292183,-1931.18249511719,35.4607222868282,54.8745192241791,18.1,22.3,53,197,19.875,58.38235294117647,5.875805849480843
