id,date,depth,temp,sal,lon,lat,scientific_name,common_name,sex
Rosemary,2023-01-09,36,28.473,21.5,139.5228810960951,-12.77320459532476,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-10,57.5,26.51,21.5,139.4753257356098,-12.79809786172226,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-11,50,26.506,21.5,139.3689609104956,-12.81380880934736,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-12,10,29.005,21.5,139.3062632082353,-12.82733277199142,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-13,23,29.162,21.5,139.1627650373614,-12.79848013950914,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-14,10,29.041,21.5,139.1238863120876,-12.72294349250231,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-15,10,29.187,21.5,139.16569649583639,-12.62842571139321,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-16,30,29.003,21.5,139.39258040924,-12.69772450258037,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-17,39,27.422,21.5,139.4303431220404,-12.70243009192695,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-18,40,26.574,21.5,139.5376477089778,-12.67967606310788,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-19,58.5,26.638,21.5,139.6242514672007,-12.58042037424809,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-20,30,28.626,21.5,139.723785427178,-12.60114280678364,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-21,30,28.795,21.5,139.6424286821122,-12.59041435454607,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-22,38.5,27.839,21.5,139.5996834155316,-12.59306320966369,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-23,15,28.693,21.5,139.4452063601005,-12.65771500959059,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-24,30,28.66,21.5,139.4273342071853,-12.54024969565478,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-25,40,27.431,21.5,139.4358554922583,-12.42231383568474,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-26,30,28.808,21.54,139.4493676789095,-12.31042402855365,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-27,37,28.696,22.13,139.423315816946,-12.27803239538664,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-28,54,27.454,25.716,139.4584328517855,-12.25129633850694,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-29,2,29.484,26.872,139.4457196344426,-12.2763900555594,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-30,38,27.526,27.86,139.4991443984878,-12.28717193817237,Natator depressus,Flatback Turtle,Female
Rosemary,2023-01-31,3,29.542,27.213,139.5485637444196,-12.27100655012408,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-01,33.5,28.603,27.222,139.5920707764231,-12.32575861319471,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-02,22,29.115,26.609,139.6677315185143,-12.31846205532555,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-03,50,27.693,27.202,139.6691417555074,-12.32590570213883,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-04,32.5,28.561,26.599,139.603115850936,-12.23349118478395,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-05,2,29.16,25.984,139.4986234099698,-12.22277470050783,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-06,2,29.34,25.476,139.4472225736251,-12.39919237534372,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-07,25,29.166,25.627,139.4193735599578,-12.38624434789223,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-08,50,27.508,25.835,139.3421230736039,-12.38110913291146,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-09,50,27.538,25.564,139.3506509823456,-12.39858591744956,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-10,15,29.491,24.494,139.3120652382354,-12.38606681797155,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-11,20,29.319,24.982,139.4270083844416,-12.47128731482081,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-12,26.5,28.889,25.12,139.4873044743963,-12.57701110388462,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-13,15,28.929,24.74,139.4812019645006,-12.63987445227388,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-14,29,28.675,24.634,139.5567638395101,-12.75685887885585,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-15,10,28.756,24.22,139.6599139603923,-12.9582906347787,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-16,38,28.652,23.757,139.67264024323,-13.03140761262612,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-17,2,28.802,23.136,139.5953295802508,-13.23599863021032,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-18,26.5,28.482,22.398,139.4327156683223,-13.33788470291121,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-19,10,28.754,22.593,139.3428779932428,-13.52287175374546,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-20,50,27.934,23.284,139.2961293687075,-13.62488964913971,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-21,50,28.914,23.101,139.3805855061414,-13.71315535830839,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-22,40,28.954,21.625,139.5011070870949,-13.79629522274703,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-23,15,28.706,21.842,139.5565978659774,-13.77447710061266,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-24,40,28.954,21.873,139.6827195240633,-13.88323858483641,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-25,40,28.972,21.564,139.8065941390125,-13.97153641357494,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-26,2,28.75,21.5,139.9780802340947,-13.97827655680165,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-27,31.5,28.988,21.5,140.0140538284217,-13.73140469537112,Natator depressus,Flatback Turtle,Female
Rosemary,2023-02-28,10,28.722,21.5,140.0094490048751,-13.65480795704554,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-01,33,28.912,21.5,140.0071006143621,-13.43976090873225,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-02,50,28.952,21.5,140.0266312684606,-13.39482476190447,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-03,35,28.926,21.5,140.0435566588743,-13.28163007540458,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-04,50,28.901,21.5,140.01842072430821,-13.20771240097243,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-05,8.5,28.87,21.5,140.0503816857679,-13.23051413733301,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-06,50,28.8,21.5,140.180716376756,-13.38767705392861,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-07,52,28.774,21.5,140.1710176775181,-13.35945531067144,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-08,52.5,28.698,21.5,140.1470862092018,-13.2925417320501,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-09,25,28.722,21.5,140.089563234148,-13.24201190834877,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-10,5,28.764,21.5,140.0385224381366,-13.16037898064732,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-11,40,28.658,21.5,139.999639703898,-13.00930407365011,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-12,41,28.564,21.5,139.9044814813333,-12.69510747727318,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-13,2,29.258,21.5,139.8779150434312,-12.64150692052927,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-14,10,28.82,21.5,139.8450585126604,-12.55669178993365,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-15,10,28.897,21.5,139.8231754828768,-12.43201174301506,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-16,25,28.594,21.5,139.7092917990798,-12.18508466318471,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-17,10,29.08,21.5,139.6904883923722,-12.13310056964116,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-18,10,29.052,21.5,139.5492977220866,-11.96681662819492,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-19,15,28.944,21.5,139.4653184458635,-11.92199810483579,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-20,20,28.62,21.5,139.4080893356532,-11.97107705077139,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-21,20,28.653,21.5,139.4021676530389,-11.96150399510352,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-22,25,28.557,21.5,139.4057997188032,-12.01255006554318,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-23,20,28.801,21.5,139.397746025877,-12.07022484064893,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-24,35.5,28.444,21.5,139.3522208261122,-12.0522506092389,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-25,25,29.044,21.5,139.3233134710543,-12.12596506201045,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-26,30,28.434,21.5,139.3020748023603,-12.15787310037556,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-27,15,29.349,21.5,139.2699003909972,-12.19112940345692,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-28,25,28.924,21.5,139.2600798414962,-12.19545199444105,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-29,35,28.34,21.5,139.1976590697764,-12.09673649844723,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-30,11.5,29.507,21.5,139.1599766152614,-12.15062971848173,Natator depressus,Flatback Turtle,Female
Rosemary,2023-03-31,25,29.328,21.5,139.1450323164939,-12.17192019830947,Natator depressus,Flatback Turtle,Female
Rosemary,2023-04-01,20,29.455,21.5,139.0403999435931,-12.16444455794836,Natator depressus,Flatback Turtle,Female
Rosemary,2023-04-02,20,29.465,21.5,139.0077844443228,-12.12347316150683,Natator depressus,Flatback Turtle,Female
Rosemary,2023-04-03,43.5,28.342,21.5,139.0545779374166,-12.10845891607696,Natator depressus,Flatback Turtle,Female
Rosemary,2023-04-04,28,28.455,21.5,139.0780839376348,-12.13299665833081,Natator depressus,Flatback Turtle,Female
Rosemary,2023-04-05,26,28.625,21.5,139.0487494174219,-12.11485579006071,Natator depressus,Flatback Turtle,Female
Rosemary,2023-04-06,20,29.488,21.5,138.8778025926819,-12.18180420273788,Natator depressus,Flatback Turtle,Female
Rosemary,2023-04-07,20,29.475,21.5,138.9648457702802,-12.10835285178868,Natator depressus,Flatback Turtle,Female
Rosemary,2023-04-08,27,28.446,21.5,138.9998793932117,-12.06561860313698,Natator depressus,Flatback Turtle,Female
Rosemary,2023-04-09,17,29.446,21.5,139.0206704992797,-12.08338961065537,Natator depressus,Flatback Turtle,Female
Rosemary,2023-04-10,46,28.258,21.5,138.9988377914428,-12.01111982304345,Natator depressus,Flatback Turtle,Female
Rosemary,2023-04-11,10,29.586,21.5,138.8920466034769,-11.94600414154215,Natator depressus,Flatback Turtle,Female
Rosemary,2023-04-12,15,29.656,21.5,138.9687478255916,-11.85569883084236,Natator depressus,Flatback Turtle,Female
Rosemary,2023-04-13,15,29.595,21.5,139.0653253600478,-11.84639321028807,Natator depressus,Flatback Turtle,Female
Rosemary,2023-04-14,40,28.418,21.5,139.0510637721967,-11.82645281031181,Natator depressus,Flatback Turtle,Female
Rosemary,2023-04-15,21.5,29.225,21.5,139.0098688812827,-11.87534771281404,Natator depressus,Flatback Turtle,Female
