"Date","Ptt","Latitude","Longitude","day.at.liberty","month"
"2023-01-18",227150,-31.5875,159.6375,44,"Jan"
"2023-01-19",227150,-31.625,159.68125,45,"Jan"
"2023-01-20",227150,-31.6875,159.6125,46,"Jan"
"2023-01-21",227150,-31.725,159.5,47,"Jan"
"2023-01-22",227150,-31.725,159.383333333333,48,"Jan"
"2023-01-23",227150,-31.75,159.3375,49,"Jan"
"2023-01-24",227150,-31.7625,159.3,50,"Jan"
"2023-01-25",227150,-31.7875,159.3125,51,"Jan"
"2023-01-26",227150,-31.8375,159.36875,52,"Jan"
"2023-01-27",227150,-31.8875,159.4375,53,"Jan"
"2023-01-28",227150,-31.9125,159.5,54,"Jan"
"2023-01-29",227150,-31.9375,159.45625,55,"Jan"
"2023-01-30",227150,-31.96875,159.4625,56,"Jan"
"2023-01-31",227150,-32.05,159.55625,57,"Jan"
"2023-02-01",227150,-32.1125,159.55,58,"Feb"
"2023-02-02",227150,-32.14,159.465,59,"Feb"
"2023-02-03",227150,-32.125,159.43125,60,"Feb"
"2023-02-04",227150,-32.1,159.425,61,"Feb"
"2023-02-05",227150,-32.08125,159.40625,62,"Feb"
"2023-02-06",227150,-32.05625,159.4,63,"Feb"
"2023-02-07",227150,-32.03125,159.375,64,"Feb"
"2023-02-08",227150,-32.00625,159.35625,65,"Feb"
"2023-02-09",227150,-31.975,159.3375,66,"Feb"
"2023-02-10",227150,-31.9375,159.31875,67,"Feb"
"2023-02-11",227150,-31.925,159.2875,68,"Feb"
"2023-02-12",227150,-31.8875,159.275,69,"Feb"
"2023-02-13",227150,-31.8666666666667,159.25,70,"Feb"
"2023-02-14",227150,-31.85,159.208333333333,71,"Feb"
"2023-02-15",227150,-31.85,159.16875,72,"Feb"
"2023-02-16",227150,-31.85,159.11,73,"Feb"
"2023-02-17",227150,-31.85,159.0875,74,"Feb"
"2023-02-18",227150,-31.85,159.13125,75,"Feb"
"2023-02-19",227150,-31.85,159.19,76,"Feb"
"2023-02-20",227150,-31.88125,159.29375,77,"Feb"
"2023-02-21",227150,-31.905,159.36,78,"Feb"
"2023-02-22",227150,-31.95,159.48125,79,"Feb"
"2023-02-23",227150,-31.9583333333333,159.591666666667,80,"Feb"
"2023-02-24",227150,-31.975,159.541666666667,81,"Feb"
"2023-02-25",227150,-31.975,159.50625,82,"Feb"
"2023-02-26",227150,-32,159.4625,83,"Feb"
"2023-02-27",227150,-32,159.4125,84,"Feb"
"2023-02-28",227150,-32,159.375,85,"Feb"
"2023-03-01",227150,-32.0083333333333,159.341666666667,86,"Mar"
"2023-03-02",227150,-32.025,159.325,87,"Mar"
"2023-03-03",227150,-32.03125,159.325,88,"Mar"
"2023-03-04",227150,-32.05,159.325,89,"Mar"
"2023-03-05",227150,-32.06875,159.3375,90,"Mar"
"2023-03-06",227150,-32.075,159.39375,91,"Mar"
"2023-03-07",227150,-32.10625,159.4625,92,"Mar"
"2023-03-08",227150,-32.1375,159.51875,93,"Mar"
"2023-03-09",227150,-32.1625,159.5,94,"Mar"
"2023-03-10",227150,-32.1875,159.4625,95,"Mar"
"2023-03-11",227150,-32.225,159.4125,96,"Mar"
"2023-03-12",227150,-32.2625,159.38125,97,"Mar"
"2023-03-13",227150,-32.3,159.375,98,"Mar"
"2023-03-14",227150,-32.325,159.375,99,"Mar"
"2023-03-15",227150,-32.35625,159.3875,100,"Mar"
"2023-03-16",227150,-32.3833333333333,159.4,101,"Mar"
"2023-03-17",227150,-32.425,159.4,102,"Mar"
"2023-03-18",227150,-32.45625,159.4,103,"Mar"
"2023-03-19",227150,-32.49375,159.375,104,"Mar"
"2023-03-20",227150,-32.56875,159.375,105,"Mar"
"2023-03-21",227150,-32.5875,159.3625,106,"Mar"
"2023-03-22",227150,-32.6125,159.3875,107,"Mar"
"2023-03-23",227150,-32.6625,159.425,108,"Mar"
"2023-03-24",227150,-32.7,159.45,109,"Mar"
"2023-03-25",227150,-32.75,159.44375,110,"Mar"
"2023-03-26",227150,-32.79375,159.40625,111,"Mar"
"2023-03-27",227150,-32.8375,159.3875,112,"Mar"
"2023-03-28",227150,-32.86875,159.375,113,"Mar"
"2023-03-29",227150,-32.9125,159.40625,114,"Mar"
"2023-03-30",227150,-32.94375,159.45,115,"Mar"
"2023-03-31",227150,-32.9875,159.46875,116,"Mar"
"2023-04-01",227150,-33.0166666666667,159.5,117,"Apr"
"2023-04-02",227150,-33.0666666666667,159.525,118,"Apr"
"2023-04-03",227150,-33.0833333333333,159.55,119,"Apr"
"2023-04-04",227150,-33.125,159.575,120,"Apr"
"2023-04-05",227150,-33.15,159.55,121,"Apr"
"2023-04-06",227150,-33.175,159.54375,122,"Apr"
"2023-04-07",227150,-33.1875,159.55625,123,"Apr"
"2023-04-08",227150,-33.2,159.4875,124,"Apr"
"2023-04-09",227150,-33.2,159.2875,125,"Apr"
"2023-04-10",227150,-33.2,159.2,126,"Apr"
"2023-04-11",227150,-33.225,159.23125,127,"Apr"
"2023-04-12",227150,-33.2,159.25,128,"Apr"
"2023-04-13",227150,-33.2,159.26875,129,"Apr"
"2023-04-14",227150,-33.1875,159.28125,130,"Apr"
"2023-04-15",227150,-33.175,159.3,131,"Apr"
"2023-04-16",227150,-33.15,159.3,132,"Apr"
"2023-04-17",227150,-33.125,159.2875,133,"Apr"
"2023-04-18",227150,-33.10625,159.2375,134,"Apr"
"2023-04-19",227150,-33.075,159.225,135,"Apr"
"2023-04-20",227150,-33.05,159.24375,136,"Apr"
"2023-04-21",227150,-33.025,159.25,137,"Apr"
"2023-04-22",227150,-33.025,159.235,138,"Apr"
"2023-04-23",227150,-32.95,159.20625,139,"Apr"
"2023-04-24",227150,-32.91,159.215,140,"Apr"
"2023-04-25",227150,-32.925,159.26875,141,"Apr"
"2023-04-26",227150,-32.925,159.3,142,"Apr"
"2023-04-27",227150,-32.9125,159.325,143,"Apr"
"2023-04-28",227150,-32.9,159.325,144,"Apr"
"2023-04-29",227150,-32.9,159.333333333333,145,"Apr"
"2023-04-30",227150,-32.9,159.35,146,"Apr"
"2023-05-01",227150,-32.9,159.333333333333,147,"May"
"2023-05-02",227150,-32.9,159.325,148,"May"
"2023-05-03",227150,-32.8875,159.3125,149,"May"
"2023-05-04",227150,-32.875,159.266666666667,150,"May"
"2023-05-05",227150,-32.8625,159.23125,151,"May"
"2023-05-06",227150,-32.8375,159.175,152,"May"
"2023-05-07",227150,-32.8125,159.125,153,"May"
"2023-05-08",227150,-32.7916666666667,159.075,154,"May"
"2023-05-09",227150,-32.7583333333333,159.066666666667,155,"May"
"2023-05-10",227150,-32.7375,159.04375,156,"May"
"2023-05-11",227150,-32.7,159.0125,157,"May"
"2023-05-12",227150,-32.68125,159.00625,158,"May"
"2023-05-13",227150,-32.675,159.0875,159,"May"
"2023-05-14",227150,-32.66875,159.175,160,"May"
"2023-05-15",227150,-32.675,159.25625,161,"May"
"2023-05-16",227150,-32.675,159.3,162,"May"
"2023-05-17",227150,-32.68125,159.3,163,"May"
"2023-05-18",227150,-32.7,159.325,164,"May"
"2023-05-19",227150,-32.7125,159.325,165,"May"
"2023-05-20",227150,-32.725,159.34375,166,"May"
"2023-05-21",227150,-32.70625,159.3375,167,"May"
"2023-05-22",227150,-32.71875,159.2875,168,"May"
"2023-05-23",227150,-32.725,159.225,169,"May"
"2023-05-24",227150,-32.71875,159.1375,170,"May"
"2023-05-25",227150,-32.7,159.05625,171,"May"
"2023-05-26",227150,-32.6666666666667,159.025,172,"May"
"2023-05-27",227150,-32.6375,159.1125,173,"May"
"2023-05-28",227150,-32.5833333333333,159.191666666667,174,"May"
"2023-05-29",227150,-32.5625,159.24375,175,"May"
"2023-05-30",227150,-32.54375,159.26875,176,"May"
"2023-05-31",227150,-32.525,159.275,177,"May"
"2023-06-01",227150,-32.5,159.275,178,"Jun"
"2023-06-02",227150,-32.48125,159.275,179,"Jun"
"2023-06-03",227150,-32.46875,159.26875,180,"Jun"
"2023-06-04",227150,-32.45,159.25,181,"Jun"
"2023-06-05",227150,-32.45,159.25,182,"Jun"
"2023-06-06",227150,-32.45,159.25,183,"Jun"
"2023-06-07",227150,-32.45,159.25,184,"Jun"
"2023-06-08",227150,-32.425,159.25,185,"Jun"
"2023-06-09",227150,-32.425,159.275,186,"Jun"
"2023-06-10",227150,-32.4,159.275,187,"Jun"
"2023-06-11",227150,-32.4,159.3,188,"Jun"
"2023-06-12",227150,-32.375,159.3,189,"Jun"
"2023-06-13",227150,-32.35,159.3,190,"Jun"
"2023-06-14",227150,-32.35,159.3,191,"Jun"
"2023-06-15",227150,-32.35,159.3,192,"Jun"
"2023-06-16",227150,-32.3375,159.28125,193,"Jun"
"2023-06-17",227150,-32.325,159.275,194,"Jun"
"2023-06-18",227150,-32.3125,159.275,195,"Jun"
"2023-06-19",227150,-32.3,159.275,196,"Jun"
"2023-06-20",227150,-32.2833333333333,159.25,197,"Jun"
"2023-06-21",227150,-32.275,159.25,198,"Jun"
"2023-06-22",227150,-32.2625,159.25,199,"Jun"
"2023-06-23",227150,-32.25,159.25,200,"Jun"
"2023-06-24",227150,-32.225,159.23125,201,"Jun"
"2023-06-25",227150,-32.19375,159.225,202,"Jun"
"2023-06-26",227150,-32.1625,159.225,203,"Jun"
"2023-06-27",227150,-32.13125,159.20625,204,"Jun"
"2023-06-28",227150,-32.11875,159.2,205,"Jun"
"2023-06-29",227150,-32.0875,159.225,206,"Jun"
"2023-06-30",227150,-32.0583333333333,159.225,207,"Jun"
"2023-07-01",227150,-31.95,159.25,208,"Jul"
"2023-07-02",227150,-31.94,159.24,209,"Jul"
"2023-07-03",227150,-32.0125,159.25625,210,"Jul"
"2023-07-04",227150,-32.04375,159.275,211,"Jul"
"2023-07-05",227150,-32.075,159.275,212,"Jul"
"2023-07-06",227150,-32.075,159.275,213,"Jul"
"2023-07-07",227150,-32.075,159.3,214,"Jul"
"2023-07-08",227150,-32.0666666666667,159.3,215,"Jul"
"2023-07-09",227150,-32.05,159.325,216,"Jul"
"2023-07-10",227150,-32.0375,159.33125,217,"Jul"
"2023-07-11",227150,-32.025,159.35625,218,"Jul"
"2023-07-12",227150,-32.0125,159.39375,219,"Jul"
"2023-07-13",227150,-32,159.425,220,"Jul"
"2023-07-14",227150,-32.025,159.44375,221,"Jul"
"2023-07-15",227150,-32.025,159.4875,222,"Jul"
"2023-07-16",227150,-32.03125,159.50625,223,"Jul"
"2023-07-17",227150,-32.05,159.508333333333,224,"Jul"
"2023-07-18",227150,-32.075,159.525,225,"Jul"
"2023-07-19",227150,-32.075,159.5125,226,"Jul"
"2023-07-20",227150,-32.1,159.491666666667,227,"Jul"
"2023-07-21",227150,-32.125,159.475,228,"Jul"
"2023-07-22",227150,-32.135,159.475,229,"Jul"
"2023-07-23",227150,-32.1375,159.45,230,"Jul"
"2023-07-24",227150,-32.125,159.44,231,"Jul"
"2023-07-25",227150,-32.1375,159.4375,232,"Jul"
"2023-07-26",227150,-32.1875,159.425,233,"Jul"
"2023-07-27",227150,-32.2375,159.425,234,"Jul"
"2023-07-28",227150,-32.28125,159.4,235,"Jul"
"2023-07-29",227150,-32.3125,159.4,236,"Jul"
"2023-07-30",227150,-32.34375,159.4,237,"Jul"
"2023-07-31",227150,-32.375,159.39375,238,"Jul"
"2023-08-01",227150,-32.39375,159.39375,239,"Aug"
"2023-08-02",227150,-32.41875,159.4,240,"Aug"
"2023-08-03",227150,-32.425,159.4,241,"Aug"
"2023-08-04",227150,-32.45,159.425,242,"Aug"
"2023-08-05",227150,-32.46875,159.425,243,"Aug"
"2023-08-06",227150,-32.49375,159.425,244,"Aug"
"2023-08-07",227150,-32.51875,159.425,245,"Aug"
"2023-08-08",227150,-32.53125,159.43125,246,"Aug"
"2023-08-09",227150,-32.5625,159.45,247,"Aug"
"2023-08-10",227150,-32.58125,159.4375,248,"Aug"
"2023-08-11",227150,-32.6125,159.4,249,"Aug"
"2023-08-12",227150,-32.6375,159.3625,250,"Aug"
"2023-08-13",227150,-32.6583333333333,159.325,251,"Aug"
"2023-08-14",227150,-32.6916666666667,159.3,252,"Aug"
"2023-08-15",227150,-32.73125,159.29375,253,"Aug"
"2023-08-16",227150,-32.78125,159.325,254,"Aug"
"2023-08-17",227150,-32.80625,159.35,255,"Aug"
"2023-08-18",227150,-32.8375,159.35625,256,"Aug"
"2023-08-19",227150,-32.8625,159.375,257,"Aug"
"2023-08-20",227150,-32.89375,159.35,258,"Aug"
"2023-08-21",227150,-32.9375,159.35,259,"Aug"
"2023-08-22",227150,-32.95625,159.3375,260,"Aug"
"2023-08-23",227150,-32.9875,159.325,261,"Aug"
"2023-08-24",227150,-33.01875,159.3,262,"Aug"
"2023-08-25",227150,-33.0333333333333,159.266666666667,263,"Aug"
"2023-08-26",227150,-33.0583333333333,159.233333333333,264,"Aug"
"2023-08-27",227150,-33.075,159.1875,265,"Aug"
"2023-08-28",227150,-33.09375,159.15,266,"Aug"
"2023-08-29",227150,-33.1,159.116666666667,267,"Aug"
"2023-08-30",227150,-33.125,159.075,268,"Aug"
"2023-08-31",227150,-33.125,159.0875,269,"Aug"
"2023-09-01",227150,-33.125,159.1125,270,"Sep"
"2023-09-02",227150,-33.13125,159.15625,271,"Sep"
"2023-09-03",227150,-33.15,159.19375,272,"Sep"
"2023-09-04",227150,-33.125,159.2375,273,"Sep"
"2023-09-05",227150,-33.10625,159.26875,274,"Sep"
"2023-09-06",227150,-33.1,159.28125,275,"Sep"
"2023-09-07",227150,-33.075,159.3,276,"Sep"
"2023-09-08",227150,-33.05625,159.3,277,"Sep"
"2023-09-09",227150,-33.025,159.3125,278,"Sep"
"2023-09-10",227150,-33.00625,159.3375,279,"Sep"
"2023-09-11",227150,-32.9625,159.35,280,"Sep"
"2023-09-12",227150,-32.91875,159.36875,281,"Sep"
"2023-09-13",227150,-32.88125,159.3,282,"Sep"
"2023-09-14",227150,-32.8375,159.26875,283,"Sep"
"2023-09-15",227150,-32.8,159.241666666667,284,"Sep"
"2023-09-16",227150,-32.7583333333333,159.225,285,"Sep"
"2023-09-17",227150,-32.7125,159.21875,286,"Sep"
"2023-09-18",227150,-32.675,159.225,287,"Sep"
"2023-09-19",227150,-32.625,159.2,288,"Sep"
"2023-09-20",227150,-32.5875,159.2,289,"Sep"
"2023-09-21",227150,-32.525,159.225,290,"Sep"
"2023-09-22",227150,-32.4625,159.2625,291,"Sep"
"2023-09-23",227150,-32.4083333333333,159.3,292,"Sep"
"2023-09-24",227150,-32.38125,159.31875,293,"Sep"
"2023-09-25",227150,-32.325,159.325,294,"Sep"
"2023-09-26",227150,-32.2625,159.34375,295,"Sep"
"2023-09-27",227150,-32.225,159.35,296,"Sep"
"2023-09-28",227150,-32.18125,159.33125,297,"Sep"
"2023-09-29",227150,-32.1375,159.30625,298,"Sep"
"2023-09-30",227150,-32.0875,159.2625,299,"Sep"
"2023-10-01",227150,-32.0375,159.21875,300,"Oct"
"2023-10-02",227150,-32.00625,159.2,301,"Oct"
"2023-10-03",227150,-31.98125,159.23125,302,"Oct"
"2023-10-04",227150,-31.975,159.30625,303,"Oct"
"2023-10-05",227150,-31.975,159.3625,304,"Oct"
"2023-10-06",227150,-32,159.375,305,"Oct"
"2023-10-07",227150,-32.025,159.39375,306,"Oct"
"2023-10-08",227150,-32.0375,159.43125,307,"Oct"
"2023-10-09",227150,-32.05,159.46875,308,"Oct"
"2023-10-10",227150,-32.05,159.465,309,"Oct"
"2023-10-11",227150,-32.0583333333333,159.4,310,"Oct"
"2023-10-12",227150,-32.05,159.341666666667,311,"Oct"
"2023-10-13",227150,-32.04375,159.30625,312,"Oct"
"2023-10-14",227150,-32.025,159.275,313,"Oct"
"2023-10-15",227150,-32,159.26875,314,"Oct"
"2023-10-16",227150,-32,159.20625,315,"Oct"
"2023-10-17",227150,-32,159.1625,316,"Oct"
"2023-10-18",227150,-32,159.125,317,"Oct"
"2023-10-19",227150,-32,159.09375,318,"Oct"
"2023-10-20",227150,-32.01875,159.0625,319,"Oct"
"2023-10-21",227150,-32.025,159.05,320,"Oct"
"2023-10-22",227150,-32.0583333333333,159.05,321,"Oct"
"2023-10-23",227150,-32.08125,159.01875,322,"Oct"
"2023-10-24",227150,-32.1125,158.925,323,"Oct"
"2023-10-25",227150,-32.175,158.7375,324,"Oct"
"2023-10-26",227150,-32.25,158.53125,325,"Oct"
"2023-10-27",227150,-32.2,158.7,326,"Oct"
"2023-10-28",227150,-32.13,158.89,327,"Oct"
"2023-10-29",227150,-32.0625,159.025,328,"Oct"
"2023-10-30",227150,-32.0416666666667,159.15,329,"Oct"
"2023-10-31",227150,-32.025,159.208333333333,330,"Oct"
"2023-11-01",227150,-31.975,159.191666666667,331,"Nov"
"2023-11-02",227150,-31.95625,159.175,332,"Nov"
"2023-11-03",227150,-31.95625,159.14375,333,"Nov"
"2023-11-04",227150,-31.94375,159.1375,334,"Nov"
"2023-11-05",227150,-31.925,159.1125,335,"Nov"
"2023-11-06",227150,-31.86875,159.14375,336,"Nov"
"2023-11-07",227150,-31.83125,159.1625,337,"Nov"
"2023-11-08",227150,-31.80625,159.19375,338,"Nov"
"2023-11-09",227150,-31.8166666666667,159.216666666667,339,"Nov"
"2023-11-10",227150,-31.76,159.265,340,"Nov"
"2023-11-11",227150,-31.71875,159.2875,341,"Nov"
"2023-11-12",227150,-31.725,159.3375,342,"Nov"
"2023-11-13",227150,-31.755,159.435,343,"Nov"
"2023-11-14",227150,-31.815,159.565,344,"Nov"
"2023-11-15",227150,-31.84,159.585,345,"Nov"
"2023-11-16",227150,-31.725,159.5375,346,"Nov"
"2023-11-17",227150,-31.6875,159.61875,347,"Nov"
"2023-11-18",227150,-31.735,159.855,348,"Nov"
"2023-11-19",227150,-31.75,159.96,349,"Nov"
"2023-11-20",227150,-31.64375,159.875,350,"Nov"
"2023-11-21",227150,-31.56875,159.80625,351,"Nov"
"2023-11-22",227150,-31.5375,159.85,352,"Nov"
"2023-11-23",227150,-31.60625,159.74375,353,"Nov"
"2023-11-24",227150,-31.64375,159.6625,354,"Nov"
"2023-11-25",227150,-31.675,159.675,355,"Nov"
"2023-11-26",227150,-31.6875,159.66875,356,"Nov"
"2023-11-27",227150,-31.6916666666667,159.641666666667,357,"Nov"
"2023-11-28",227150,-31.675,159.583333333333,358,"Nov"
"2023-11-29",227150,-31.675,159.533333333333,359,"Nov"
"2023-11-30",227150,-31.675,159.45,360,"Nov"
"2023-12-01",227150,-31.675,159.3875,361,"Dec"
"2023-12-02",227150,-31.6625,159.28125,362,"Dec"
"2023-12-03",227150,-31.65,159.10625,363,"Dec"
"2023-12-04",227150,-31.68125,158.9625,364,"Dec"
"2023-12-05",227150,-31.7875,158.75,365,"Dec"
"2023-12-06",227150,-31.8875,158.44375,366,"Dec"
"2023-12-07",227150,-32.0405,158.1221,367,"Dec"
