Index,DeployID,Ptt,DepthSensor,Source,Instr,Day,Time,Time Offset,Count,InitLocQ,InitTime,InitLat,InitLon,Deepest,SSTTime,SSTDepth,SSTTemp,CorrectedSolarNoon,SolarLongitude,SolarLatitude,Type,Delta,MinDepth,MaxDepth,AttenShallow,AttenDeep,MinCorrectedLLDepth,TravelMetric,FoundPrevious,K,LL0,Depth0,LL1,Depth1,LL2,Depth2,LL3,Depth3,LL4,Depth4,LL5,Depth5,LL6,Depth6,LL7,Depth7,LL8,Depth8,LL9,Depth9,LL10,Depth10,LL11,Depth11,LL12,Depth12,LL13,Depth13,LL14,Depth14,LL15,Depth15,LL16,Depth16
,"227150",227150,0.500000,Transmission,MiniPAT,06-Dec-2022,02:24:00,,,User,2022-12-06 02:24:00,-31.7782,159.3493,,,,,,,,Known
,"227150",227150,0.500000,Transmission,MiniPAT,06-Dec-2022,01:00:00,,,User,2022-12-06 02:24:00,-31.7782,159.3493,,,,,,,,Begin
,"227150",227150,0.500000,Transmission,MiniPAT,06-Dec-2023,20:00:00,9,,User,2023-12-06 20:00:00,-32.0405,158.1221,,,,,,,,End
0,"227150",227150,0.500000,Transmission,MiniPAT,07-Dec-2022,08:12:30,,2,,,,,79,17:00:00 07-Dec-2022,15,20.1,,,,Dusk,450,16,48,,,,0,,9810,158,,151,,141,,129,,114,,101,,87,,77,,69,
1,"227150",227150,0.500000,Transmission,MiniPAT,07-Dec-2022,17:37:30,,2,,,,,,17:00:00 07-Dec-2022,15,20.1,,,,Dawn,450,48,48,,,,0,,28461,85,,102,,119,,132,,141,,148,,154,,156,,159,
2,"227150",227150,0.500000,Transmission,MiniPAT,08-Dec-2022,07:50:00,,2,,,,,69,15:00:00 08-Dec-2022,16,19.9,,,,Dusk,600,16,48,,,,0,,46473,169,,165,,159,,150,,137,,117,,101,,83,,72,
3,"227150",227150,0.500000,Transmission,MiniPAT,08-Dec-2022,17:27:30,,2,,,,,72,15:00:00 08-Dec-2022,16,19.9,,,,Dawn,600,48,48,,,,0,,46280,79,,98,,114,,133,,146,,155,,162,,167,,172,
4,"227150",227150,0.500000,Transmission,MiniPAT,09-Dec-2022,08:11:15,,2,,,,,72,11:00:00 09-Dec-2022,15,20.6,,,,Dusk,450,48,48,,,,0,,28627,160,,153,,142,,131,,118,,104,,90,,78,,68,
5,"227150",227150,0.500000,Transmission,MiniPAT,09-Dec-2022,17:26:15,,2,,,,,80,11:00:00 09-Dec-2022,15,20.6,,,,Dawn,450,48,80,,,,0,,63711,81,,92,,103,,117,,131,,141,,151,,158,,163,
6,"227150",227150,0.500000,Transmission,MiniPAT,10-Dec-2022,07:51:15,,1,,,,,72,16:00:00 10-Dec-2022,18,20.9,,,,Dusk,600,48,48,,,,0,,37012,165,,161,,155,,146,,134,,116,,98,,82,,68,
7,"227150",227150,0.500000,Transmission,MiniPAT,10-Dec-2022,17:16:15,,1,,,,,,16:00:00 10-Dec-2022,18,20.9,,,,Dawn,600,48,80,,,,0,,55268,69,,78,,91,,110,,128,,140,,150,,159,,164,
8,"227150",227150,0.500000,Transmission,MiniPAT,12-Dec-2022,08:20:00,,2,,,,,77,11:00:00 12-Dec-2022,17,20.6,,,,Dusk,450,48,48,,,,0,,25650,140,,133,,122,,109,,95,,80,,67,,58,,50,
9,"227150",227150,0.500000,Transmission,MiniPAT,12-Dec-2022,17:27:30,,2,,,,,,11:00:00 12-Dec-2022,17,20.6,,,,Dawn,450,48,48,,,,0,,55163,60,,73,,91,,107,,117,,126,,133,,138,,140,
