DeployID,Ptt,DepthSensor,Source,Instr,Date,Hours,LonMethod,Type,LocationQuality,Latitude,Longitude,PerCentMLTime,MLTave,MLTmin,MLTmax,MLDExtreme,SSTAve,SSTmin,SSTmax,TempMin,DepthMin,DepthMax
227150,227150,0.500000,Transmission,MiniPAT,01:00:00 06-Dec-2022,23,,interval,,,,98.000000,20.000000,19.299999,20.299999,75.250000,,,,18.80,11.00,74.50
227150,227150,0.500000,Transmission,MiniPAT,00:00:00 07-Dec-2022,24,,interval,,,,86.000000,19.800000,18.700001,20.799999,77.250000,20.70,20.65,20.75,18.70,2.00,78.50
227150,227150,0.500000,Transmission,MiniPAT,00:00:00 08-Dec-2022,24,,interval,,,,86.000000,19.400000,18.700001,20.400000,65.250000,,,,18.70,12.00,68.50
227150,227150,0.500000,Transmission,MiniPAT,00:00:00 09-Dec-2022,24,,interval,,,,48.000000,19.900000,19.200001,20.600000,60.250000,,,,18.60,27.50,70.50
227150,227150,0.500000,Transmission,MiniPAT,00:00:00 10-Dec-2022,24,,interval,,,,54.000000,19.800000,18.900000,20.900000,67.250000,,,,18.20,31.50,70.50
227150,227150,0.500000,Transmission,MiniPAT,00:00:00 11-Dec-2022,24,,interval,,,,48.000000,19.700000,18.900000,20.799999,64.250000,,,,18.40,28.50,80.50
227150,227150,0.500000,Transmission,MiniPAT,00:00:00 12-Dec-2022,24,,interval,,,,44.000000,20.200000,19.000000,20.799999,64.250000,,,,18.90,29.50,76.50
227150,227150,0.500000,Transmission,MiniPAT,00:00:00 13-Dec-2022,24,,interval,,,,81.000000,20.400000,19.799999,21.000000,74.250000,,,,19.30,31.50,74.50
227150,227150,0.500000,Transmission,MiniPAT,00:00:00 14-Dec-2022,24,,interval,,,,55.000000,20.600000,19.799999,21.100000,67.250000,,,,19.30,30.50,70.50
227150,227150,0.500000,Transmission,MiniPAT,00:00:00 15-Dec-2022,24,,interval,,,,57.000000,20.400000,19.700001,20.900000,77.250000,,,,19.20,36.50,76.50
227150,227150,0.500000,Transmission,MiniPAT,00:00:00 16-Dec-2022,24,,interval,,,,59.000000,20.500000,19.900000,20.799999,64.250000,,,,18.60,36.50,74.50
227150,227150,0.500000,Transmission,MiniPAT,00:00:00 17-Dec-2022,24,,interval,,,,52.000000,20.500000,20.000000,20.900000,69.250000,,,,18.60,33.50,72.50
227150,227150,0.500000,Transmission,MiniPAT,00:00:00 18-Dec-2022,24,,interval,,,,42.000000,20.500000,19.900000,20.900000,58.250000,,,,19.10,32.50,70.50
227150,227150,0.500000,Transmission,MiniPAT,00:00:00 19-Dec-2022,24,,interval,,,,37.000000,20.900000,19.900000,21.900000,63.250000,,,,19.00,14.00,70.50
227150,227150,0.500000,Transmission,MiniPAT,00:00:00 20-Dec-2022,24,,interval,,,,23.000000,20.700000,20.100000,21.700001,53.250000,,,,19.10,6.00,72.50
227150,227150,0.500000,Transmission,MiniPAT,00:00:00 21-Dec-2022,24,,interval,,,,32.000000,21.300000,19.700001,21.799999,57.250000,,,,19.00,8.50,68.50
227150,227150,0.500000,Transmission,MiniPAT,00:00:00 24-Dec-2022,24,,interval,,,,15.000000,21.400000,20.600000,22.000000,51.250000,,,,18.90,20.00,74.50
227150,227150,0.500000,Transmission,MiniPAT,00:00:00 25-Dec-2022,24,,interval,,,,34.000000,21.700000,20.700001,22.200001,66.250000,,,,18.60,32.50,76.50
