DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
47618,47618,0.500000,Transmission,MiniPAT,2,08:00:00 02-Feb-2019,16:00:00 02-Feb-2019,,,,0.0,0.00,84.0,0.75,24.3,0.00,29.0,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,16:00:00 02-Feb-2019,00:00:00 03-Feb-2019,,,,0.0,0.00,102.0,0.75,24.1,0.00,28.8,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,1,00:00:00 03-Feb-2019,08:00:00 03-Feb-2019,,,,,,,,24.0,0.00,29.0,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,08:00:00 03-Feb-2019,16:00:00 03-Feb-2019,,,,0.0,0.00,49.0,0.25,25.4,0.00,28.8,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,16:00:00 03-Feb-2019,00:00:00 04-Feb-2019,,,,0.5,0.00,104.0,0.75,22.9,0.00,28.5,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,5,00:00:00 04-Feb-2019,08:00:00 04-Feb-2019,,,,0.0,0.00,76.0,0.75,24.0,0.00,28.8,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,6,08:00:00 04-Feb-2019,16:00:00 04-Feb-2019,,,,0.0,0.00,39.0,0.25,26.4,0.00,28.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,6,16:00:00 04-Feb-2019,00:00:00 05-Feb-2019,,,,0.0,0.00,42.0,0.25,25.9,0.00,28.0,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,00:00:00 05-Feb-2019,08:00:00 05-Feb-2019,,,,0.0,0.00,52.0,0.25,26.1,0.00,28.0,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,08:00:00 05-Feb-2019,16:00:00 05-Feb-2019,,,,0.0,0.00,48.0,0.25,26.3,0.00,27.9,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,16:00:00 05-Feb-2019,00:00:00 06-Feb-2019,,,,0.0,0.00,48.0,0.25,25.8,0.00,27.8,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,5,00:00:00 06-Feb-2019,08:00:00 06-Feb-2019,,,,0.0,0.00,49.0,0.25,25.5,0.00,29.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,08:00:00 06-Feb-2019,16:00:00 06-Feb-2019,,,,0.0,0.00,47.0,0.25,26.3,0.00,28.1,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,16:00:00 06-Feb-2019,00:00:00 07-Feb-2019,,,,0.0,0.00,64.0,0.75,24.1,0.00,28.1,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,00:00:00 07-Feb-2019,08:00:00 07-Feb-2019,,,,0.0,0.00,52.0,0.25,24.9,0.00,28.1,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,08:00:00 07-Feb-2019,16:00:00 07-Feb-2019,,,,0.0,0.00,40.0,0.25,26.4,0.00,27.9,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,16:00:00 07-Feb-2019,00:00:00 08-Feb-2019,,,,0.5,0.00,82.0,0.75,23.5,0.00,27.8,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,00:00:00 08-Feb-2019,08:00:00 08-Feb-2019,,,,0.0,0.00,108.0,0.75,22.7,0.00,28.1,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,08:00:00 08-Feb-2019,16:00:00 08-Feb-2019,,,,0.0,0.00,38.0,0.25,26.5,0.00,28.1,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,16:00:00 08-Feb-2019,00:00:00 09-Feb-2019,,,,0.0,0.00,62.0,0.75,24.2,0.00,28.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,00:00:00 09-Feb-2019,08:00:00 09-Feb-2019,,,,0.0,0.00,90.0,0.75,23.9,0.00,28.8,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,08:00:00 09-Feb-2019,16:00:00 09-Feb-2019,,,,0.0,0.00,49.0,0.25,26.2,0.00,28.8,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,5,16:00:00 09-Feb-2019,00:00:00 10-Feb-2019,,,,4.5,0.00,120.5,1.25,23.6,0.00,28.8,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,00:00:00 10-Feb-2019,08:00:00 10-Feb-2019,,,,0.0,0.00,152.0,1.75,22.3,0.00,28.8,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,08:00:00 10-Feb-2019,16:00:00 10-Feb-2019,,,,0.5,0.00,44.0,0.25,25.6,0.00,28.6,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,16:00:00 10-Feb-2019,00:00:00 11-Feb-2019,,,,5.5,0.00,352.0,3.75,15.3,0.00,28.6,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,1,00:00:00 11-Feb-2019,08:00:00 11-Feb-2019,,,,0.5,0.00,106.0,0.75,,,,,,,
47618,47618,0.500000,Transmission,MiniPAT,2,08:00:00 11-Feb-2019,16:00:00 11-Feb-2019,,,,0.5,0.00,35.0,0.25,,,,,,,
47618,47618,0.500000,Transmission,MiniPAT,1,16:00:00 11-Feb-2019,00:00:00 12-Feb-2019,,,,7.0,0.00,94.0,0.75,24.5,0.00,28.6,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,1,00:00:00 12-Feb-2019,08:00:00 12-Feb-2019,,,,,,,,20.8,0.00,28.6,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,1,08:00:00 12-Feb-2019,16:00:00 12-Feb-2019,,,,0.0,0.00,44.0,0.25,26.0,0.00,28.5,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,16:00:00 12-Feb-2019,00:00:00 13-Feb-2019,,,,0.5,0.00,70.0,0.75,24.7,0.00,28.4,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,00:00:00 13-Feb-2019,08:00:00 13-Feb-2019,,,,0.5,0.00,60.0,0.75,25.0,0.00,28.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,08:00:00 13-Feb-2019,16:00:00 13-Feb-2019,,,,1.5,0.00,58.0,0.75,24.8,0.00,28.1,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,16:00:00 13-Feb-2019,00:00:00 14-Feb-2019,,,,1.0,0.00,80.0,0.75,24.6,0.00,28.0,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,00:00:00 14-Feb-2019,08:00:00 14-Feb-2019,,,,0.5,0.00,164.0,1.75,21.9,0.00,28.4,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,08:00:00 14-Feb-2019,16:00:00 14-Feb-2019,,,,0.0,0.00,53.0,0.25,25.8,0.00,28.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,16:00:00 14-Feb-2019,00:00:00 15-Feb-2019,,,,0.5,0.00,66.0,0.75,24.8,0.00,28.1,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,00:00:00 15-Feb-2019,08:00:00 15-Feb-2019,,,,0.5,0.00,464.0,3.75,10.6,0.00,28.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,08:00:00 15-Feb-2019,16:00:00 15-Feb-2019,,,,1.0,0.00,50.0,0.25,25.8,0.00,28.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,16:00:00 15-Feb-2019,00:00:00 16-Feb-2019,,,,0.5,0.00,164.0,1.75,21.2,0.00,28.0,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,00:00:00 16-Feb-2019,08:00:00 16-Feb-2019,,,,0.0,0.00,232.0,1.75,18.9,0.00,28.1,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,5,08:00:00 16-Feb-2019,16:00:00 16-Feb-2019,,,,0.0,0.00,72.0,0.75,23.8,0.00,28.1,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,16:00:00 16-Feb-2019,00:00:00 17-Feb-2019,,,,5.0,0.00,164.0,1.75,21.4,0.00,28.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,5,00:00:00 17-Feb-2019,08:00:00 17-Feb-2019,,,,0.5,0.00,228.0,1.75,19.4,0.00,28.5,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,5,08:00:00 17-Feb-2019,16:00:00 17-Feb-2019,,,,0.5,0.00,50.0,0.25,25.9,0.00,28.4,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,16:00:00 17-Feb-2019,00:00:00 18-Feb-2019,,,,1.0,0.00,200.0,1.75,19.9,0.00,28.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,00:00:00 18-Feb-2019,08:00:00 18-Feb-2019,,,,0.5,0.00,236.0,1.75,19.4,0.00,29.6,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,5,08:00:00 18-Feb-2019,16:00:00 18-Feb-2019,,,,1.0,0.00,62.0,0.75,25.3,0.00,28.6,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,16:00:00 18-Feb-2019,00:00:00 19-Feb-2019,,,,1.0,0.00,188.0,1.75,20.7,0.00,28.5,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,00:00:00 19-Feb-2019,08:00:00 19-Feb-2019,,,,0.5,0.00,264.0,3.75,18.4,0.00,28.8,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,5,08:00:00 19-Feb-2019,16:00:00 19-Feb-2019,,,,0.5,0.00,108.0,0.75,23.5,0.00,28.4,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,16:00:00 19-Feb-2019,00:00:00 20-Feb-2019,,,,0.5,0.00,82.0,0.75,24.6,0.00,28.4,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,00:00:00 20-Feb-2019,08:00:00 20-Feb-2019,,,,0.0,0.00,400.0,3.75,12.6,0.00,28.9,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,08:00:00 20-Feb-2019,16:00:00 20-Feb-2019,,,,7.0,0.00,41.0,0.25,25.9,0.00,28.6,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,1,16:00:00 20-Feb-2019,00:00:00 21-Feb-2019,,,,1.0,0.00,200.0,1.75,20.4,0.00,28.5,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,1,08:00:00 21-Feb-2019,16:00:00 21-Feb-2019,,,,0.0,0.00,52.0,0.25,,,,,,,
47618,47618,0.500000,Transmission,MiniPAT,1,16:00:00 21-Feb-2019,00:00:00 22-Feb-2019,,,,1.0,0.00,98.0,0.75,23.8,0.00,28.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,00:00:00 22-Feb-2019,08:00:00 22-Feb-2019,,,,0.5,0.00,244.0,1.75,18.9,0.00,29.5,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,08:00:00 22-Feb-2019,16:00:00 22-Feb-2019,,,,0.5,0.00,41.0,0.25,26.8,0.00,28.4,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,1,16:00:00 22-Feb-2019,00:00:00 23-Feb-2019,,,,0.0,0.00,132.0,1.75,22.9,0.00,28.4,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,5,00:00:00 23-Feb-2019,08:00:00 23-Feb-2019,,,,0.0,0.00,94.0,0.75,24.0,0.00,28.4,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,08:00:00 23-Feb-2019,16:00:00 23-Feb-2019,,,,11.5,0.00,48.0,0.25,26.0,0.00,28.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,16:00:00 23-Feb-2019,00:00:00 24-Feb-2019,,,,1.0,0.00,68.0,0.75,24.9,0.00,28.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,00:00:00 24-Feb-2019,08:00:00 24-Feb-2019,,,,0.5,0.00,84.0,0.75,24.9,0.00,28.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,08:00:00 24-Feb-2019,16:00:00 24-Feb-2019,,,,1.5,0.00,43.0,0.25,26.9,0.00,28.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,5,16:00:00 24-Feb-2019,00:00:00 25-Feb-2019,,,,0.5,0.00,84.0,0.75,24.4,0.00,28.5,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,00:00:00 25-Feb-2019,08:00:00 25-Feb-2019,,,,1.0,0.00,148.0,1.75,22.5,0.00,28.8,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,6,08:00:00 25-Feb-2019,16:00:00 25-Feb-2019,,,,3.5,0.00,44.0,0.25,25.8,0.00,28.4,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,16:00:00 25-Feb-2019,00:00:00 26-Feb-2019,,,,0.5,0.00,74.0,0.75,25.3,0.00,28.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,5,00:00:00 26-Feb-2019,08:00:00 26-Feb-2019,,,,0.5,0.00,240.0,1.75,19.7,0.00,28.5,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,6,08:00:00 26-Feb-2019,16:00:00 26-Feb-2019,,,,0.5,0.00,52.0,0.25,25.6,0.00,28.4,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,16:00:00 26-Feb-2019,00:00:00 27-Feb-2019,,,,3.5,0.00,118.0,0.75,23.6,0.00,28.5,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,00:00:00 27-Feb-2019,08:00:00 27-Feb-2019,,,,1.0,0.00,272.0,3.75,19.2,0.00,28.5,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,08:00:00 27-Feb-2019,16:00:00 27-Feb-2019,,,,1.0,0.00,47.0,0.25,26.0,0.00,28.4,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,16:00:00 27-Feb-2019,00:00:00 28-Feb-2019,,,,1.0,0.00,60.0,0.75,,,,,,,
47618,47618,0.500000,Transmission,MiniPAT,3,00:00:00 28-Feb-2019,08:00:00 28-Feb-2019,,,,1.0,0.00,114.0,0.75,23.5,0.00,28.8,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,08:00:00 28-Feb-2019,16:00:00 28-Feb-2019,,,,1.0,0.00,53.0,0.25,26.2,0.00,28.4,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,16:00:00 28-Feb-2019,00:00:00 01-Mar-2019,,,,1.5,0.00,46.0,0.25,26.8,0.00,28.5,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,00:00:00 01-Mar-2019,08:00:00 01-Mar-2019,,,,1.0,0.00,184.0,1.75,21.3,0.00,28.8,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,08:00:00 01-Mar-2019,16:00:00 01-Mar-2019,,,,0.5,0.00,51.0,0.25,25.5,0.00,28.8,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,16:00:00 01-Mar-2019,00:00:00 02-Mar-2019,,,,0.0,0.00,400.0,3.75,14.2,0.00,28.8,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,00:00:00 02-Mar-2019,08:00:00 02-Mar-2019,,,,0.0,0.00,128.0,1.75,22.7,0.00,29.9,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,1,08:00:00 02-Mar-2019,16:00:00 02-Mar-2019,,,,0.5,0.00,70.0,0.75,,,,,,,
47618,47618,0.500000,Transmission,MiniPAT,2,16:00:00 02-Mar-2019,00:00:00 03-Mar-2019,,,,0.0,0.00,44.0,0.25,26.3,0.00,28.6,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,00:00:00 03-Mar-2019,08:00:00 03-Mar-2019,,,,1.0,0.00,98.0,0.75,23.9,0.00,29.0,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,08:00:00 03-Mar-2019,16:00:00 03-Mar-2019,,,,0.0,0.00,76.0,0.75,24.9,0.00,28.9,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,16:00:00 03-Mar-2019,00:00:00 04-Mar-2019,,,,0.0,0.00,102.0,0.75,23.8,0.00,28.8,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,00:00:00 04-Mar-2019,08:00:00 04-Mar-2019,,,,0.5,0.00,68.0,0.75,25.4,0.00,28.8,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,08:00:00 04-Mar-2019,16:00:00 04-Mar-2019,,,,0.5,0.00,102.0,0.75,24.3,0.00,28.6,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,16:00:00 04-Mar-2019,00:00:00 05-Mar-2019,,,,1.0,0.00,64.0,0.75,26.1,0.00,28.5,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,00:00:00 05-Mar-2019,08:00:00 05-Mar-2019,,,,0.0,0.00,164.0,1.75,21.9,0.00,28.5,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,6,08:00:00 05-Mar-2019,16:00:00 05-Mar-2019,,,,0.5,0.00,62.0,0.75,25.9,0.00,28.4,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,5,16:00:00 05-Mar-2019,00:00:00 06-Mar-2019,,,,0.5,0.00,100.0,0.75,24.8,0.00,28.4,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,00:00:00 06-Mar-2019,08:00:00 06-Mar-2019,,,,0.5,0.00,176.0,1.75,21.4,0.00,28.5,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,1,08:00:00 06-Mar-2019,16:00:00 06-Mar-2019,,,,0.5,0.00,76.0,0.75,25.1,0.00,28.4,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,16:00:00 06-Mar-2019,00:00:00 07-Mar-2019,,,,1.0,0.00,304.0,3.75,18.2,0.00,28.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,1,00:00:00 07-Mar-2019,08:00:00 07-Mar-2019,,,,0.5,0.00,632.0,7.75,7.1,0.00,28.4,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,08:00:00 07-Mar-2019,16:00:00 07-Mar-2019,,,,0.0,0.00,62.0,0.75,25.5,0.00,28.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,5,16:00:00 07-Mar-2019,00:00:00 08-Mar-2019,,,,0.5,0.00,102.0,0.75,24.4,0.00,28.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,00:00:00 08-Mar-2019,08:00:00 08-Mar-2019,,,,0.5,0.00,53.0,0.25,25.9,0.00,28.4,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,08:00:00 08-Mar-2019,16:00:00 08-Mar-2019,,,,0.0,0.00,49.0,0.25,27.0,0.00,28.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,16:00:00 08-Mar-2019,00:00:00 09-Mar-2019,,,,0.5,0.00,56.5,0.50,25.4,0.00,28.1,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,5,00:00:00 09-Mar-2019,08:00:00 09-Mar-2019,,,,0.5,0.00,90.0,0.75,24.1,0.00,28.1,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,5,08:00:00 09-Mar-2019,16:00:00 09-Mar-2019,,,,0.5,0.00,64.0,0.75,24.3,0.00,28.0,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,16:00:00 09-Mar-2019,00:00:00 10-Mar-2019,,,,0.5,0.00,74.0,0.75,24.1,0.00,27.8,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,00:00:00 10-Mar-2019,08:00:00 10-Mar-2019,,,,0.5,0.00,58.0,0.75,24.3,0.00,27.6,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,1,08:00:00 10-Mar-2019,16:00:00 10-Mar-2019,,,,0.5,0.00,54.0,0.25,25.1,0.00,27.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,1,16:00:00 10-Mar-2019,00:00:00 11-Mar-2019,,,,0.5,0.00,90.0,0.75,23.2,0.00,27.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,08:00:00 11-Mar-2019,16:00:00 11-Mar-2019,,,,0.5,0.00,50.0,0.25,25.7,0.00,27.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,2,16:00:00 11-Mar-2019,00:00:00 12-Mar-2019,,,,2.0,0.00,82.0,0.75,23.9,0.00,27.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,00:00:00 12-Mar-2019,08:00:00 12-Mar-2019,,,,0.5,0.00,96.0,0.75,22.7,0.00,27.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,08:00:00 12-Mar-2019,16:00:00 12-Mar-2019,,,,0.0,0.00,53.0,0.25,26.2,0.00,27.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,3,16:00:00 12-Mar-2019,00:00:00 13-Mar-2019,,,,0.5,0.00,164.0,1.75,21.1,0.00,27.3,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,4,00:00:00 13-Mar-2019,08:00:00 13-Mar-2019,,,,1.0,0.00,88.0,0.75,23.7,0.00,27.4,0.00,,,
47618,47618,0.500000,Transmission,MiniPAT,5,08:00:00 13-Mar-2019,16:00:00 13-Mar-2019,,,,0.0,0.00,66.0,0.75,24.2,0.00,27.3,0.00,,,
