"Day","DeployID","MinDepth","MaxDepth","MeanDepth","MinTemp","MaxTemp","MeanTemp"
2019-02-28,47618,2,91,30.3506944444444,24.7,28.7,27.9701388888889
2019-03-01,47618,1.5,374,37.625,14.6,28.6,27.2243055555556
2019-03-02,47618,1,85,32.0173611111111,23.8,28.8,27.3635416666667
2019-03-03,47618,0.5,95.5,27.4270833333333,24.3,28.8,27.8527777777778
2019-03-04,47618,1.5,55,30.4895833333333,25.9,28.7,28.2326388888889
2019-03-05,47618,1,153,30.8055555555556,22.5,28.3,27.9277777777778
2019-03-06,47618,2,284.5,38.9409722222222,19.1,28.3,27.5291666666667
2019-03-07,47618,0.5,590.5,40.0833333333333,7.8,28.2,27.3694444444444
2019-03-08,47618,1,49.5,16.7708333333333,26,28.3,28.0791666666667
2019-03-09,47618,1,84.5,23.3506944444444,24.5,28,27.3631944444444
2019-03-10,47618,1,60.5,19.3402777777778,24.8,27.5,27.1076388888889
2019-03-11,47618,6,76.5,32.3541666666667,24.4,27.3,26.9645833333333
2019-03-12,47618,1,90,33.7534722222222,22.8,27.1,26.5520833333333
2019-03-13,47618,1.5,87,29.6909722222222,23.7,27.3,26.8854166666667
2019-03-14,47618,1,135.5,30.2847222222222,21.3,27.2,26.6236111111111
2019-03-15,47618,2,83.5,32.5416666666667,Inf,-Inf,NA
2019-03-16,47618,1,84.5,25.796875,22,26.7,25.98125
2019-03-17,47618,1,168,35.7430555555556,19.5,26.5,25.6708333333333
2019-03-18,47618,1.5,82.5,27.3958333333333,22.5,26.5,26.0208333333333
2019-03-19,47618,1,105,28.0451388888889,22.5,26.5,25.8541666666667
2019-03-20,47618,1,74.5,18.90625,22.5,26.9,26.2319444444444
2019-03-21,47618,1,48.5,11.328125,24.5,26.8,26.5625
2019-03-22,47618,1,80.5,27.8541666666667,22.3,26.5,26.0215277777778
2019-03-23,47618,2,103.5,33.5833333333333,20,27.2,25.3145833333333
2019-03-24,47618,1,71.5,16.9340277777778,21.9,26.4,25.85625
2019-03-25,47618,1.5,108.5,21.2048611111111,21.5,26.5,26
2019-03-26,47618,1,105,23.1493055555556,21,26.8,26.3208333333333
2019-03-27,47618,1,168,22.7847222222222,19.3,26.8,26.43125
2019-03-28,47618,1.5,157,34.5069444444444,19,26.5,25.8347222222222
2019-03-29,47618,1.5,99.5,38.5,20.6,26.2,25.9
2019-03-30,47618,7,59.5,36.0520833333333,23.1,26,25.9333333333333
2019-03-31,47618,1,278.5,38.1302083333333,15.6,26,25.5701388888889
2019-04-01,47618,1,101.5,41.5659722222222,20.5,25.8,25.1493055555556
2019-04-02,47618,1,90,34.6840277777778,22,25.4,24.89375
2019-04-03,47618,0.5,166.5,38.9756944444444,20,25.6,24.9930555555556
2019-04-04,47618,1.5,99.5,22.7986111111111,22,25.5,25.2465277777778
2019-04-05,47618,1,90,21.6909722222222,21.4,25.3,24.98125
2019-04-06,47618,1.5,150.5,22.2881944444444,19.7,25.4,25.0527777777778
2019-04-07,47618,1,145.5,22.6076388888889,20,25.5,25.2458333333333
2019-04-08,47618,1.5,45,17.9791666666667,23,25.3,25.1916666666667
2019-04-09,47618,1,107.5,26.3229166666667,21,25.4,25.2194444444444
2019-04-10,47618,1,73.5,25.0173611111111,22,25.6,25.3402777777778
2019-04-11,47618,0.5,71.5,22.9618055555556,23.3,25.9,25.5361111111111
2019-04-12,47618,1.5,74,23.1458333333333,23.3,25.8,25.46875
2019-04-13,47618,1,245.5,31.8333333333333,18.2,25.9,25.44375
2019-04-14,47618,1.5,79.5,24.2881944444444,22.7,26.1,25.8395833333333
2019-04-15,47618,1,75.5,21.8055555555556,22.7,26.1,25.5194444444444
2019-04-16,47618,1,91.5,19.6319444444444,22,25.9,25.375
2019-04-17,47618,1.5,75,26.6302083333333,22.3,25.6,24.8986111111111
2019-04-18,47618,1.5,84,25.1597222222222,21.2,25,24.4472222222222
2019-04-19,47618,1.5,124.5,28.3402777777778,20.5,25.1,24.2166666666667
2019-04-20,47618,1,94,40.8819444444444,22,25,24.5270833333333
2019-04-21,47618,1,103,55.6736111111111,21.9,25.4,24.8027777777778
2019-04-22,47618,2,127,48.7638888888889,21.8,25,24.78125
2019-04-23,47618,1.5,107,45.1527777777778,21.7,25.3,24.8409722222222
2019-04-24,47618,1.5,112,37.2604166666667,21.3,25.4,25.0263888888889
2019-04-25,47618,1.5,142,45.8489583333333,20,25.5,25.0104166666667
2019-04-26,47618,1,75,25.4722222222222,22,25.2,24.6965277777778
2019-04-27,47618,1,150.5,27.3090277777778,19.3,24.6,24.3243055555556
2019-04-28,47618,1,77.5,28.5277777777778,21.3,24.3,23.9388888888889
2019-04-29,47618,2,105,31.6979166666667,20.5,23.9,23.75625
2019-04-30,47618,1.5,68.5,18.5625,19.5,24.8,24.0388888888889
2019-05-01,47618,1.5,115,25.9756944444444,21,25.2,24.9402777777778
2019-05-02,47618,1.5,411.5,33.4444444444444,12.8,25.4,24.8618055555556
2019-05-03,47618,1.5,173.5,32.40625,19.6,25.5,25.0458333333333
2019-05-04,47618,1.5,107.5,28.8993055555556,22.2,25.6,25.3208333333333
2019-05-05,47618,1.5,144,37.0902777777778,21,25.6,25.0923611111111
2019-05-06,47618,1.5,190.5,40.1805555555556,19.7,25.7,25.3298611111111
2019-05-07,47618,1,105.5,30.2118055555556,21.8,25.8,25.0145833333333
2019-05-08,47618,1.5,53,23.9322916666667,22.8,24.7,24.2708333333333
2019-05-09,47618,1.5,136,31.3958333333333,20.9,24.3,24.0368055555556
2019-05-10,47618,1.5,99.5,29.1927083333333,17.3,24.4,24.04375
2019-05-11,47618,1.5,159.5,28.2256944444444,19.2,24.4,24.0944444444444
2019-05-12,47618,1.5,107.5,23.6979166666667,20.8,24.3,24.0229166666667
2019-05-13,47618,1.5,269,25.7916666666667,16.1,23.5,23.2041666666667
2019-05-14,47618,2,163.5,32.7465277777778,19.3,24.3,23.8611111111111
2019-05-15,47618,1.5,112,32.2604166666667,20.2,24.1,23.8534722222222
2019-05-16,47618,2.5,154,26.7916666666667,18.8,24,23.8034722222222
2019-05-17,47618,2.5,695,37.0972222222222,6.9,24.1,23.5826388888889
2019-05-18,47618,2.5,163.5,30.2777777777778,19,24,23.8583333333333
2019-05-19,47618,5.5,73,39.3854166666667,22.1,24,23.9180555555556
2019-05-20,47618,2.5,72.5,27.7222222222222,23.6,23.9,23.7979166666667
2019-05-21,47618,5,92.5,30.4340277777778,21,23.8,23.6319444444444
2019-05-22,47618,2.5,144,29.9739583333333,19,23.5,23.284375
2019-05-23,47618,3,268.5,33.3541666666667,15,23.3,22.9638888888889
2019-05-24,47618,2,228,32.9965277777778,17,23.7,23.3069444444444
2019-05-25,47618,2,128,20.1701388888889,20,23.5,23.3527777777778
2019-05-26,47618,2,74,12.3125,22,23.5,23.3784722222222
2019-05-27,47618,2.5,82.5,19.9375,22.6,23.5,23.1930555555556
2019-05-28,47618,1.5,117,30.4270833333333,19.8,23.1,22.6270833333333
2019-05-29,47618,2.5,106.5,51.3541666666667,19.3,23.4,22.6576388888889
2019-05-30,47618,2.5,192.5,59.2118055555556,18.4,23.2,22.7611111111111
2019-05-31,47618,2,103.5,44.46875,20.9,23.5,23.1208333333333
2019-06-01,47618,2,88.5,21.6927083333333,22,24,23.70625
2019-06-02,47618,2.5,82,23.1701388888889,Inf,-Inf,NA
2019-06-03,47618,1.5,58,24.1319444444444,23.7,24.7,24.534375
2019-06-04,47618,2,100.5,34.7569444444444,22.2,24.6,24.3743055555556
2019-06-05,47618,1.5,486,53.2361111111111,9.9,24.6,24.0993055555556
2019-06-06,47618,3,224,56.9166666666667,19.2,24.9,24.546875
2019-06-07,47618,2,96.5,41.8923611111111,23.5,25.1,24.8819444444444
2019-06-08,47618,2,100.5,38.1666666666667,23.9,25.5,25.2319444444444
2019-06-09,47618,2,97,39.6041666666667,24,25.9,25.5333333333333
2019-06-10,47618,1.5,171,41.2638888888889,23.2,26,25.5020833333333
2019-06-11,47618,1,243.5,52.4548611111111,18.4,25.6,25.0465277777778
2019-06-12,47618,2,134.5,55.96875,21.9,26.1,25.7708333333333
2019-06-13,47618,2,218.5,61.7986111111111,20.8,26,25.7166666666667
2019-06-14,47618,3.5,99.5,51.1875,25.2,26,25.8885416666667
2019-06-15,47618,2.5,84,50.1041666666667,23.9,26.2,25.9534722222222
2019-06-16,47618,2.5,110.5,47.0277777777778,24.5,26,25.9388888888889
2019-06-17,47618,2.5,120.5,38.3090277777778,25.3,26,25.9864583333333
2019-06-18,47618,5,165,53.6388888888889,23,26,25.7361111111111
2019-06-19,47618,2.5,433,63.2152777777778,12.8,26,25.5701388888889
2019-06-20,47618,1.5,150.5,32.6319444444444,22.8,25.9,25.8097222222222
2019-06-21,47618,6.5,590.5,71.8819444444444,7.6,25.9,25.1472222222222
2019-06-22,47618,1.5,112.5,46.8472222222222,24.2,25.9,25.7069444444444
2019-06-23,47618,3.5,64,37.1354166666667,25.5,25.6,25.5229166666667
2019-06-24,47618,Inf,-Inf,NA,24.9,25.9,25.6447916666667
2019-06-25,47618,2.5,134.5,53.1527777777778,23.5,25.6,25.4763888888889
2019-06-26,47618,2,173,55.7395833333333,22.2,25.7,25.5243055555556
2019-06-27,47618,2.5,128,50.9166666666667,24,26,25.7909722222222
2019-06-28,47618,1.5,195,49.0520833333333,21.1,26,25.8423611111111
2019-06-29,47618,3,128,55.3576388888889,23.6,26,25.9416666666667
2019-06-30,47618,2.5,176,51.3888888888889,22.3,26.3,26.003125
2019-07-01,47618,2.5,117,65.6527777777778,24.4,26.3,26.1381944444444
2019-07-02,47618,6.5,163.5,61.90625,23.8,26.2,26.0854166666667
2019-07-03,47618,9.5,94,60.8576388888889,25.6,26.1,26.0027777777778
2019-07-04,47618,18,103.5,62.1510416666667,21.8,26,25.8333333333333
2019-07-05,47618,11,135.5,64,23.6,25.9,25.8097222222222
2019-07-06,47618,17,115,65.3923611111111,24.5,25.9,25.7965277777778
2019-07-07,47618,12,254,62.8229166666667,18.9,25.9,25.6493055555556
2019-07-08,47618,12.5,125,57.1354166666667,24.5,25.9,25.8055555555556
2019-07-09,47618,2.5,116,63.34375,24.8,26.2,25.8305555555556
2019-07-10,47618,2,337.5,59.8055555555556,16.1,26,25.6013888888889
2019-07-11,47618,1.5,211.5,74.7040816326531,20.7,26,25.4183673469388
