Date,Ptt,Latitude,Longitude,day.at.liberty,month,DistfromStart,bathy_depth,DistToShelf,DistToShore,MinTempFromSeries,MeanTempFromSeries,MaxTempFromSeries,MinDepthFromSeries,MaxDepthFromSeries,MeanDepthFromSeries,MinTemp,MaxTemp,MinDepth,MaxDepth,MeanTempPDT,MeanDepthPDT,DistTravelled
2022-03-25,227151,-33.97402,151.3569,1,Mar,0,-86.8775024414062,17.8859167799463,8.79069968631526,15.4,18.589583333333334,19.8,18,91.5,54.211805555555564,NA,NA,NA,NA,NA,NA,NA
2022-03-26,227151,-34.4375,151.2125,2,Mar,53.2198948208169,-150.369995117188,4.58961537271104,27.1690061257545,16.6,19.477777777777778,22.6,29,78.5,48.27777777777778,NA,NA,NA,NA,19.580000000000002,24.40909090909091,53.10650337360534
2022-03-27,227151,-34.6625,151.25,3,Mar,78.4733749354648,-581.502502441406,7.84365120492603,33.8663611580848,17.9,20.179166666666667,23.2,28.5,67,45.65277777777778,NA,NA,NA,NA,NA,NA,25.195983567295386
2022-03-28,227151,-34.825,151.2875,4,Mar,96.864544084163,-1247.37744140625,15.7147724152279,41.6023496660452,17.2,19.75208333333333,22.4,34.5,67.5,46.58333333333333,16.3,23,28,85,NA,NA,18.35123009453759
2022-03-29,227151,-34.95,151.13125,5,Mar,116.771875903256,-341.244995117188,3.3945668869354,27.1531403618511,16.2,19.850694444444446,24.3,31,67,47.13194444444444,16.1,24.5,13,86,20.516666666666666,25.26923076923077,19.907636971619112
2022-03-30,227151,-35.0875,151.2625,6,Mar,136.178539338798,-1743.18249511719,19.2013640688397,38.4002651520506,16.7,20.68263888888889,23.7,36,75.5,50.017361111111114,16.1,23.9,31,79,20.400000000000002,24.944444444444443,19.395576168905908
2022-03-31,227151,-35.1875,151.38125,7,Mar,151.678352435511,-3208.1875,33.036567322633,51.0847623524638,18.3,22.45,23.6,42.5,83,53.33333333333333,17.5,23.7,29,84,21.44,28.045454545454547,15.498577220909754
2022-04-01,227151,-35.28125,151.45625,8,Apr,164.131110882819,-4738.6826171875,43.56864785434,61.0191932629577,19.8,21.066666666666666,23.1,46,84,64.60416666666667,17.5,23.3,41,86,21.825000000000003,28.5,12.441497295974765
2022-04-02,227151,-35.3375,151.525,9,Apr,172.965058751905,-4844.81005859375,52.1008258079642,69.2515325348777,Inf,NA,-Inf,55.5,72,63.901041666666664,21.8,22.6,38,83,NA,NA,8.833941111449434
2022-04-03,227151,-35.3875,151.5875,10,Apr,180.904295565504,-4863.56005859375,59.6110097867356,76.7685198656903,22.1,22.540625000000002,22.9,49,70,59.08333333333333,20.8,22.8,48,85,22.099999999999998,31.166666666666668,7.939664535975032
2022-04-04,227151,-35.44375,151.6375,11,Apr,188.627743031714,-4869.875,66.4182320874804,83.6922741915476,19,22.37638888888889,22.7,52,82.5,60.208333333333336,17.4,22.7,46,86,21.474999999999998,31.166666666666668,7.71820003713408
2022-04-05,227151,-35.5,151.75,12,Apr,200.582254739233,-4865.8701171875,78.3599943889238,95.6487101573144,22.2,22.479166666666668,22.6,53.5,68,59.895833333333336,19.8,22.6,48,81,21.600000000000005,28.071428571428573,11.966844158283385
2022-04-06,227151,-35.55,151.825,13,Apr,209.355977427838,-4864.31005859375,86.9864641905055,104.303016530686,18.7,21.533333333333335,22.2,52.5,100.5,62.53645833333333,17.8,23.4,50,104,NA,NA,8.777822689099022
2022-04-07,227151,-35.61875,151.75625,14,Apr,219.209546602136,-4867.6826171875,84.9743861785776,103.176875767116,Inf,NA,-Inf,53,90,61.17708333333333,15.9,22.2,48,101,NA,NA,9.849451506167652
2022-04-08,227151,-35.7125,151.45625,15,Apr,248.246823132977,-4852.9375,67.3853545934477,87.287288441995,16.6,21.140625,21.9,53.5,97.5,62.666666666666664,16.2,21.9,52,98,19.275,34.72222222222222,29.086360036669042
