Date,Ptt,Latitude,Longitude,day.at.liberty,month,DistfromStart,bathy_depth,DistToShelf,DistToShore,MinTempFromSeries,MeanTempFromSeries,MaxTempFromSeries,MinDepthFromSeries,MaxDepthFromSeries,MeanDepthFromSeries,MinTemp,MaxTemp,MinDepth,MaxDepth,MeanTempPDT,MeanDepthPDT,DistTravelled
2019-02-26,47622,-20.575,-160.25,1,Feb,0,-4436.6826171875,82.7124072625336,83.6271550056912,20,22.427710843373493,25.3,50.5,214,146.53614457831324,20,28.2,-1,226,23.925,94.27777777777777,NA
2019-02-27,47622,-20.55625,-160.2875,2,Feb,4.4258996984369,-4458.3076171875,86.5815731172608,87.4862372806664,18.7,22.97083333333333,28.2,2.5,253.5,143.38541666666669,18.6,28.5,-1,269,23.625,111.16666666666667,4.426925105343233
2019-02-28,47622,-20.395,-160.3,3,Feb,22.4033006119896,-4683.1875,102.45715689728,103.476685698826,11,23.12361111111111,28.5,16.5,269.5,135.33854166666669,10.7,28.9,-1,447,NA,NA,17.89960348412547
2019-03-01,47622,-20.015,-160.535,4,Mar,71.2578889364588,-4756.43994140625,139.242135924911,140.6934653799,16.9,23.570833333333333,29.3,2.5,298.5,120.60069444444444,16.7,29.8,0,312,22.750000000000004,131.61111111111111,48.71305444716054
2019-03-02,47622,-19.535,-160.675,5,Mar,126.605305960651,-4907.5,109.162408848275,110.351562733109,11.4,23.272222222222222,29.6,4,419,145.84375,11,30.3,0,446,NA,NA,55.124913451297985
2019-03-03,47622,-19.05,-160.995,6,Mar,190.137073789518,-4954.2451171875,120.076707624856,120.774342621503,11.1,23.083333333333332,29.4,1.5,590.5,150.77083333333334,7.1,30,-1,620,17.462500000000002,261.3888888888889,63.35280869046371
2019-03-04,47622,-18.55,-160.845,7,Mar,247.933099551988,-4814.74755859375,110.018195913763,110.794503558728,12.1,23.075694444444444,29.3,2,381.5,152.2673611111111,11.8,29.8,-1,408,20.975,178.72222222222223,57.55942657346661
2019-03-05,47622,-18.1,-160.71,8,Mar,299.960362934844,-4975.74755859375,124.629213850824,125.377371810827,12.6,23.334722222222222,28.8,2.5,351.5,128.296875,12.3,29.1,-1,411,21.1625,176.94444444444446,51.81192687941196
2019-03-06,47622,-17.8291666666667,-160.416666666667,9,Mar,343.199272562796,-4981.68994140625,129.683897117454,130.846524065912,9.9,23.34166666666667,28.8,2,441.5,143.40277777777774,9.5,29,-1,465,20,197.38888888888889,43.17401638649204
2019-03-07,47622,-17.4375,-160.4375,10,Mar,386.806539719637,-4983.7490234375,169.186775172491,170.425445308102,11.9,22.990972222222222,28.9,2.5,404,160.84722222222223,11.6,29.4,-1,425,21.25,181.38888888888889,43.40453939824313
2019-03-08,47622,-16.9416666666667,-160.441666666667,11,Mar,441.942467469564,-4930.18505859375,220.545305469051,221.833281095577,9.2,21.571527777777778,29,2.5,545.5,203.05208333333331,7.3,29.5,-1,584,18.2,256.05555555555554,54.87632461132816
2019-03-09,47622,-16.54375,-159.74375,12,Mar,528.431874914812,-5269.9951171875,253.201822692248,254.560280025543,12.1,23.972916666666666,29,2.5,329.5,137.96354166666669,11.8,29.4,-1,426,22.000000000000004,176.94444444444446,86.47144690466885
2019-03-10,47622,-16.1083333333333,-158.808333333333,13,Mar,639.37320381759,-5019.81201171875,318.565205812161,319.849579856137,11.8,22.075,29,2.5,404,172.72916666666666,NA,NA,NA,NA,21.85,177.83333333333334,110.96480412624165
2019-03-11,47622,-15.68125,-158.9125,14,Mar,688.15178906727,-4981.7451171875,360.634821903689,361.947521441845,13.8,23.65902777777778,29.2,2.5,351.5,166.76736111111111,NA,NA,NA,NA,23.1625,153.83333333333334,48.55870888738892
2019-03-12,47622,-15.383333333333301,-158.9,15,Mar,721.305668409198,-4931.02880859375,392.924339300529,394.243111607706,14.1,22.682291666666668,29.3,21.5,343.5,230.1875,NA,NA,NA,NA,23.3,153.83333333333334,32.992918004631676
2019-03-13,47622,-14.875,-158.7,16,Mar,781.769306371995,-5121.9541015625,452.719778867926,454.032853725914,11.7,22.29652777777778,29,3.5,388,210.68402777777777,NA,NA,NA,NA,NA,NA,60.215073287934764
2019-03-14,47622,-14.565,-158.47,17,Mar,824.19631091818,-5009.12255859375,442.997552940427,443.757080987856,18.8,23.729166666666668,29.1,2.5,284.5,174.38541666666666,NA,NA,NA,NA,23.512500000000003,157.38888888888889,42.308214938743916
2019-03-15,47622,-13.7666666666667,-157.720833333333,18,Mar,944.212757927227,-5157.99755859375,408.781807179967,409.45034905864,8.6,23.770833333333332,29.5,2.5,516,190.42013888888886,NA,NA,NA,NA,19.7875,230.27777777777777,119.7616552462738
2019-03-16,47622,-13.48125,-157.43125,19,Mar,988.783514065099,-5234.375,402.562857107613,403.180681521907,12.3,23.274305555555557,29.6,3.5,396.5,207.30208333333331,NA,NA,NA,NA,23,174.27777777777777,44.486070301688834
2019-03-17,47622,-13.3125,-157.233333333333,20,Mar,1017.25131301977,-5255.25,399.034201774627,399.615234875262,9.6,23.02986111111111,29.6,2.5,463.5,200.54861111111111,NA,NA,NA,NA,20.85,211.61111111111111,28.426470790570786
2019-03-18,47622,-13.2,-157.11875,21,Mar,1034.86622669741,-5174.1875,399.056937526241,399.628912959368,13.8,23.764583333333334,29.6,2.5,343.5,190.25694444444446,13.5,29.9,-1,367,24.075000000000003,151.16666666666666,17.58140326864332
2019-03-19,47622,-13.1208333333333,-157.05,22,Mar,1046.39457767437,-5102.4326171875,400.389225131116,400.957847952874,15.1,23.315625,29.7,2.5,359,188.31770833333337,12.6,30,-1,379,23.587500000000002,152.94444444444446,11.500589323155777
2019-03-20,47622,-12.35625,-157.475,23,Mar,1143.1039621962,-5191,363.475910482395,365.757049506986,14.8,23.155555555555555,29.8,2,321,194.57291666666666,14.5,30,-1,337,NA,NA,96.35706497987142
2019-03-21,47622,-11.81,-158.225,24,Mar,1244.78719275876,-5522.9951171875,300.484184830938,302.362969329937,9.4,23.04513888888889,30.2,2.5,433,193.31597222222226,9,30.7,-1,462,21.2,192.05555555555554,101.579945850579
2019-03-22,47622,-11.105,-158.21,25,Mar,1323.19665767848,-5448.3701171875,222.77773365303,224.605573730827,9.2,23.291666666666668,29.9,2.5,292,172.53125,8.7,30.7,-1,478,20.55,200.94444444444446,78.00294467676103
2019-03-23,47622,-10.633333333333301,-157.891666666667,26,Mar,1386.11782510689,-5319.4951171875,169.13234532201,171.279168404006,17.9,23.694791666666667,29.9,2,269.5,178.97395833333331,16.8,30.2,-1,286,25.325000000000003,120.05555555555556,62.7167699580532
2019-03-24,47622,-10.125,-157.31,27,Mar,1471.22042943855,-5569.9375,132.893363148474,134.276413495323,9.7,23.210416666666667,30,2.5,419,174.3125,9.2,30.6,-1,441,21.124999999999996,184.05555555555554,84.96412341869383
2019-03-25,47622,-9.66875,-157.15,28,Mar,1524.89518521187,-5182.75244140625,104.850194227261,107.692601543069,12.1,22.110416666666666,29.8,53.5,324,202.68402777777777,11.7,30.3,0,341,23.437500000000007,146.72222222222223,53.428342557577444
2019-03-26,47622,-9.2125,-157.175,29,Mar,1575.70192786574,-5547.0576171875,79.3046846315876,82.9959551821526,9.2,22.228472222222223,29.8,2.5,473.5,190.93402777777774,NA,NA,NA,NA,20.075,209.83333333333334,50.53778104684884
2019-03-27,47622,-8.72916666666667,-157.129166666667,30,Mar,1629.68139188307,-5603.37255859375,89.8489800933993,90.2094356271869,12.3,22.573611111111113,29.8,2.5,321,174.93402777777774,NA,NA,NA,NA,23.8375,136.94444444444446,53.69436194269515
2019-03-28,47622,-8.46875,-157.04375,31,Mar,1660.12316921513,-5420.99755859375,109.977267767607,110.357551692055,8.7,22.90138888888889,29.6,2.5,284.5,155.44791666666669,NA,NA,NA,NA,19.4125,219.61111111111111,30.297702224300078
2019-03-29,47622,-7.825,-156.88,32,Mar,1733.93929543644,-5199.62744140625,161.953881971184,164.290509113538,15,22.922916666666666,29.6,2,298.5,180.32638888888886,NA,NA,NA,NA,23.887500000000003,138.72222222222223,73.44792182835172
2019-03-30,47622,-7.3875,-156.8625,33,Mar,1782.62529699592,-5473.375,194.036039463779,196.453664272441,10.6,22.479861111111113,29.8,2,262,165.16666666666669,10.2,30.3,-1,366,22.787499999999998,150.27777777777777,48.42327951586913
2019-03-31,47622,-6.89583333333333,-156.691666666667,34,Mar,1840.45402278851,-5281.81005859375,163.276261744462,164.399315711399,9,23.22013888888889,29.4,2,455.5,159.50694444444446,8.6,29.9,-1,484,19.124999999999996,206.27777777777777,57.555537715983
2019-04-01,47622,-6.75625,-156.28125,35,Apr,1888.35126101418,-5202.8701171875,128.957572773658,130.756839651843,10.1,21.439583333333335,29.2,3.5,396.5,181.59375,9.7,29.8,-1,417,NA,NA,47.920024285485994
2019-04-02,47622,-6.11785714285714,-155.95,36,Apr,1968.2176842088,-5209.68994140625,51.0161807059955,53.5200122509188,5.8,22.210416666666667,29.2,2,904,164.62152777777774,5.2,29.8,-1,954,13.975,421.3888888888889,79.54197425458467
2019-04-03,47622,-6.0875,-156.2125,37,Apr,1997.43657742063,-5238.12255859375,59.4245742045384,60.564336976307096,10,22.809722222222224,29.3,2.5,396.5,152.21354166666669,9.6,29.7,-1,421,20.25,180.5,29.250155977279682
2019-04-04,47622,-6.1,-156.42,38,Apr,2020.42121641241,-5288.3505859375,75.4829324231221,76.8953234844556,7.4,23.081944444444446,29.2,2,620.5,137.54861111111111,6.9,29.7,-1,661,16.2875,297.8333333333333,23.01069992714011
2019-04-05,47622,-6.025,-156.625,39,Apr,2044.57413664723,-5280.12255859375,89.1428760830064,90.8208891364638,12.1,22.68611111111111,29,2,262,140.98611111111111,11.8,29.5,-1,279,23.762500000000003,114.72222222222223,24.16185043085217
2019-04-06,47622,-6.09,-156.775,40,Apr,2062.66662794988,-5310.75,107.170828479413,108.862251562506,10.7,23.02638888888889,29,2,343.5,132.72916666666666,10.3,29.4,-1,365,21.224999999999998,151.16666666666666,18.094350292184757
2019-04-07,47622,-6.265,-156.975,41,Apr,2092.12001692376,-5051.81494140625,135.953311969408,137.597864399106,8.7,23.411458333333332,29,2,501,133.67708333333331,8.2,29.5,-1,526,18.2,219.61111111111111,29.402513425971627
2019-04-08,47622,-6,-156.9625,42,Apr,2121.61906203627,-5086.93994140625,122.276582758441,124.082066299349,13.3,22.794444444444444,28.9,2,229.5,144.16319444444449,13,29.4,-1,241,NA,NA,29.33818474468607
2019-04-09,47622,-5.755,-156.41,43,Apr,2188.52845865395,-5263.125,55.8583729581782,57.7171902543109,8.9,22.790277777777778,28.8,2,475.5,152.29861111111114,8.4,29.3,-1,497,18.112499999999997,209.83333333333334,66.91333949270943
2019-04-10,47622,-5.55,-156.0375,44,Apr,2235.63037090903,-4519.06494140625,16.1467499213045,17.570080416775,11.7,24.486805555555556,29.4,2,262,114.46180555555556,11.2,29.9,-1,276,23.062499999999996,111.16666666666667,47.083172564957124
2019-04-11,47622,-5.315,-155.57,45,Apr,2293.6035723801,-5212.6875,46.3771070247225,47.8790545014487,11.6,23.05902777777778,29.9,2,276,134.88020833333331,11.2,30.4,-1,291,22.975,118.27777777777777,57.961858134759446
2019-04-12,47622,-5.325,-155.715,46,Apr,2309.69584690083,-5048.71240234375,36.2087358276933,37.1970639933773,11.9,23.438194444444445,29.8,2,262,125.89236111111113,11.5,30.3,-1,279,23.412499999999998,111.16666666666667,16.110256332580203
2019-04-13,47622,-5.52,-155.685,47,Apr,2331.63169539663,-4921.4375,21.8183946588486,23.3378467983611,8.6,20.968055555555555,29.4,2,284.5,114.97916666666664,8.1,30,-1,472,18.6625,194.72222222222223,21.818717295722845
2019-04-14,47622,-6.00833333333333,-155.4375,48,Apr,2392.44499506401,-5053.25244140625,60.9362779349994,62.3861231875355,7.9,21.891666666666666,29.2,2.5,576,149.35763888888889,7.4,29.7,-1,601,16.999999999999996,243.61111111111111,60.56200761369485
2019-04-15,47622,-5.9125,-155.1625,49,Apr,2424.67110762708,-4999.3701171875,81.4324636619331,83.167686278314,9.9,21.660416666666666,29,2,381.5,150.63888888888889,9.5,29.5,-1,402,20.162499999999998,163.61111111111111,32.24008368060416
2019-04-16,47622,-5.82,-154.88,50,Apr,2457.56842492992,-5083.8076171875,108.711139461607,110.53492252123,10.3,23.345138888888886,29.2,2,347.5,123.54861111111113,8.5,29.7,-1,518,18.112499999999997,213.38888888888889,32.91405617387412
2019-04-17,47622,-5.74375,-154.43125,51,Apr,2507.93209723915,-5078.6875,156.962781597114,158.813592065387,7.5,23.30625,29.2,1.5,590.5,145.70833333333337,7,29.7,-1,623,16.775000000000002,250.72222222222223,50.41236486028585
2019-04-18,47622,-5.85833333333333,-153.795833333333,52,Apr,2579.37072582602,-5127.822265625,228.202733426749,230.047933464905,10.6,23.820833333333333,29.3,1.5,359,129.64583333333331,8.8,29.8,-1,441,19.375000000000004,184.05555555555554,71.5060754637701
2019-04-19,47622,-5.93333333333333,-153.545833333333,53,Apr,2608.25263676515,-5132.43505859375,256.66272714074,258.50333913681,NA,NA,NA,NA,NA,NA,9.7,30.2,-1,404,20.2,168.05555555555554,28.899365246681004
2019-04-20,47622,-5.995,-153.37,54,Apr,2628.8721265876,-5062.06005859375,275.959757046357,277.105496725754,10.8,23.37847222222222,29.1,3,359,129.30729166666669,10.4,29.6,-2,377,NA,NA,20.628260060160713
2019-04-21,47622,-6.03125,-153.275,55,Apr,2640.12427461822,-4921.31005859375,285.68476786562,286.858655391376,16,24.51597222222222,29.3,2,224,127.84375,11.5,29.6,-1,314,22.687499999999996,123.61111111111111,11.255622493177425
2019-04-22,47622,-5.99375,-153.1625,56,Apr,2653.24510639471,-4824.37255859375,290.663038625873,291.894367181107,14.9,23.944444444444446,29.3,2,247,123.40277777777777,12.8,29.6,-2,258,24.737499999999997,101.38888888888889,13.127254090707277
2019-04-23,47622,-6.01666666666667,-153.091666666667,57,Apr,2661.48225596175,-4872.93505859375,297.816157152231,299.066054374792,10.3,22.63888888888889,29.2,2,374,149.00347222222223,9.9,29.7,-1,397,20.462500000000002,159.16666666666666,8.241468975749717
2019-04-24,47622,-6.1,-153.25,58,Apr,2681.29076325888,-4872.3701171875,291.815795728258,293.642588348459,8.9,22.603472222222223,29.1,2,473.5,139.77430555555554,8.4,29.6,-1,503,18.375000000000004,206.27777777777777,19.802781212927222
2019-04-25,47622,-6.41666666666667,-153.495833333333,59,Apr,2725.76782758382,-5156.18994140625,273.924102883796,275.687241469292,11.9,22.25347222222222,29,2,269.5,138.47916666666666,11.5,29.6,-1,285,22.924999999999994,115.61111111111111,44.344262940435115
2019-04-26,47622,-6.625,-153.766666666667,60,Apr,2763.60800053789,-5182.125,254.598715173279,256.296706040575,11.2,22.48472222222222,29,2,292,131.15277777777774,10,29.5,-1,351,20.750000000000004,144.05555555555554,37.79056100467728
2019-04-27,47622,-6.8375,-154.01875,61,Apr,2800.12146483007,-5119.8076171875,241.727091166705,243.32210818767,9.4,21.666666666666668,29,2,433,148.06597222222226,9,29.4,-1,457,18.9,188.5,36.45515952724308
2019-04-28,47622,-7.11,-154.135,62,Apr,2833.02672260218,-4964.8125,249.570297363216,251.040749639728,13.8,21.627083333333335,29,2,239.5,152.02083333333334,9.2,29.4,-1,449,19.312499999999996,181.38888888888889,32.759570841716524
2019-04-29,47622,-7.14375,-153.91875,63,Apr,2857.18017071606,-5000.99755859375,270.432837399868,271.951297456678,9.5,22.016666666666666,28.9,2,448.5,153.39236111111114,9.1,29.5,-1,479,18.837500000000002,202.72222222222223,24.17791562513895
2019-04-30,47622,-7.45833333333333,-153.366666666667,64,Apr,2927.40356553624,-5101.43505859375,340.059505372107,341.605953720528,7.1,21.45138888888889,28.9,2.5,650,164.14236111111114,6.6,29.4,-1,680,16.25,279.1666666666667,70.19123844438924
2019-05-01,47622,-7.7,-152.90625,65,May,2984.82776926478,-4941.9326171875,386.548869954104,387.114369093628,12.6,22.83125,28.9,2,247,148.66145833333331,11.1,29.3,-1,336,22.0125,136.05555555555554,57.40926889548263
2019-05-02,47622,-7.8875,-152.6125,66,May,3023.32409294557,-5077.3125,348.518959463287,349.094888699421,9.1,23.561805555555555,29,23,448.5,151.82291666666669,8.7,29.2,-1,479,18.3,206.27777777777777,38.467697315100764
2019-05-03,47622,-7.8875,-152.525,67,May,3032.96160181833,-5016.8701171875,341.376040439409,341.964161033485,11,24.699305555555554,29,1.5,292,127.54861111111113,10.6,29.4,-1,312,22.125,128.05555555555554,9.64891334160628
2019-05-04,47622,-7.865,-152.52,68,May,3035.52338558603,-4866.81005859375,342.668454164659,343.260684233331,11.2,23.964583333333334,28.9,8,292,138.5625,10.8,29.4,-1,311,22.5,127.16666666666667,2.548746407139157
2019-05-05,47622,-7.975,-152.4875,69,May,3048.26779676098,-5298.75,331.796679830224,332.376458201336,8.3,23.100694444444443,28.9,2,531,147.10416666666669,7.8,29.3,-1,557,17.462500000000002,235.61111111111111,12.68232376565086
2019-05-06,47622,-8.04166666666667,-152.154166666667,70,May,3085.71242239408,-4828.4375,300.166908490419,300.786931456087,12.4,22.49375,29,2,247,136.85416666666666,12,29.4,-1,257,23.9375,101.38888888888889,37.479391929547326
2019-05-07,47622,-7.90625,-151.18125,71,May,3193.9027334476,-2969.31005859375,251.324456073684,252.117887383393,9.8,22.354166666666668,28.9,2,236.5,121.953125,9.3,29.4,-1,440,NA,NA,108.304753863754
2019-05-08,47622,-7.49166666666667,-150.9,72,May,3249.45134622713,-5154.875,284.204280898684,285.149496941204,5.7,23.130555555555556,29,5,874,174.43055555555551,5.2,29.6,-1,931,13.962499999999999,384.94444444444446,55.36259883575748
2019-05-09,47622,-6.93333333333333,-150.991666666667,73,May,3312.35332158345,-5311.017578125,346.522084020275,347.494788848228,17.6,24.32847222222222,29.3,1.5,198,128.34375,15.8,29.7,-1,208,NA,NA,62.571544946358
2019-05-10,47622,-6.15416666666667,-151.0625,74,May,3399.34534293553,-5118.68994140625,432.232171240771,433.251673192664,12.1,23.688541666666666,29.2,3,288,146.8125,10,29.7,-1,405,NA,NA,86.52243020479806
2019-05-11,47622,-5.62,-151.225,75,May,3461.40190374175,-5203.0625,444.78222997233,446.475612641437,9.4,21.90277777777778,28.9,2,455.5,152.90277777777774,8.9,29.5,-1,488,18.787500000000005,198.27777777777777,61.751337834577306
2019-05-12,47622,-5.2625,-151.01875,76,May,3507.24371242164,-5202.1875,452.618823320461,454.37668830514,10.4,20.87361111111111,29,2,343.5,161.25347222222223,10,29.4,-1,365,20.437499999999996,153.83333333333334,45.66576678198335
2019-05-13,47622,-5.40833333333333,-150.5125,77,May,3565.59089021466,-5033.125,505.72353294738,506.845934543173,10.3,21.134027777777778,28.7,2,351.5,157.73611111111111,9.9,29.3,-1,373,20.225,159.16666666666666,58.38437749111922
2019-05-14,47622,-5.71875,-149.725,78,May,3659.33053041118,-4786.12744140625,473.593976907973,474.710962350593,11.6,22.13888888888889,28.9,2,269.5,143.59722222222226,9.8,29.3,-1,376,20.000000000000004,155.61111111111111,93.76345949493665
