Ptt,Instr,Date,MinTemp,MaxTemp,MinDepth,MaxDepth,MaxDeltaTilt,AvgMinMaxTilt,DeltaLight
227151,MiniPAT,03/28/2022,16.3,23.0,28.000000,85.000000,,,144.000000
227151,MiniPAT,03/29/2022,16.1,24.5,13.000000,86.000000,,,136.000000
227151,MiniPAT,03/30/2022,16.1,23.9,31.000000,79.000000,,,143.000000
227151,MiniPAT,03/31/2022,17.5,23.7,29.000000,84.000000,,,144.000000
227151,MiniPAT,04/01/2022,17.5,23.3,41.000000,86.000000,,,137.000000
227151,MiniPAT,04/02/2022,21.8,22.6,38.000000,83.000000,,,125.000000
227151,MiniPAT,04/03/2022,20.8,22.8,48.000000,85.000000,,,121.000000
227151,MiniPAT,04/04/2022,17.4,22.7,46.000000,86.000000,,,127.000000
227151,MiniPAT,04/05/2022,19.8,22.6,48.000000,81.000000,,,121.000000
227151,MiniPAT,04/06/2022,17.8,23.4,50.000000,104.000000,,,128.000000
227151,MiniPAT,04/07/2022,15.9,22.2,48.000000,101.000000,,,134.000000
227151,MiniPAT,04/08/2022,16.2,21.9,52.000000,98.000000,,,133.000000
227151,MiniPAT,04/09/2022,16.3,22.4,47.000000,92.000000,,,130.000000
227151,MiniPAT,04/10/2022,15.5,22.6,47.000000,92.000000,,,124.000000
227151,MiniPAT,04/11/2022,14.9,22.6,37.000000,98.000000,,,127.000000
227151,MiniPAT,04/12/2022,15.6,22.7,38.000000,77.000000,,,128.000000
227151,MiniPAT,04/17/2022,15.3,21.0,32.000000,76.000000,,,128.000000
227151,MiniPAT,04/18/2022,15.3,20.8,37.000000,76.000000,,,129.000000
227151,MiniPAT,04/19/2022,14.9,21.6,38.000000,77.000000,,,120.000000
227151,MiniPAT,04/20/2022,15.0,21.9,33.000000,77.000000,,,130.000000
227151,MiniPAT,04/29/2022,15.7,21.5,38.000000,97.000000,,,139.000000
227151,MiniPAT,04/30/2022,14.6,19.7,42.000000,108.000000,,,128.000000
227151,MiniPAT,05/01/2022,15.1,22.6,38.000000,101.000000,,,134.000000
227151,MiniPAT,05/02/2022,14.7,18.7,42.000000,93.000000,,,130.000000
227151,MiniPAT,05/03/2022,15.8,19.7,39.000000,85.000000,,,124.000000
227151,MiniPAT,05/04/2022,15.5,17.7,42.000000,77.000000,,,130.000000
227151,MiniPAT,05/05/2022,15.6,17.4,50.000000,77.000000,,,120.000000
227151,MiniPAT,05/06/2022,16.0,22.4,38.000000,76.000000,,,123.000000
227151,MiniPAT,05/07/2022,16.2,21.3,37.000000,86.000000,,,124.000000
227151,MiniPAT,05/08/2022,16.6,17.6,57.000000,81.000000,,,127.000000
227151,MiniPAT,05/09/2022,16.8,19.0,56.000000,77.000000,,,114.000000
227151,MiniPAT,05/10/2022,16.2,17.8,60.000000,76.000000,,,114.000000
227151,MiniPAT,05/19/2022,17.1,21.5,39.000000,75.000000,,,133.000000
227151,MiniPAT,05/20/2022,17.1,20.1,46.000000,76.000000,,,134.000000
227151,MiniPAT,05/21/2022,17.4,20.2,47.000000,75.000000,,,136.000000
227151,MiniPAT,05/22/2022,17.5,20.7,45.000000,77.000000,,,131.000000
227151,MiniPAT,05/27/2022,16.7,20.0,45.000000,76.000000,,,134.000000
227151,MiniPAT,05/28/2022,16.3,19.3,43.000000,76.000000,,,137.000000
227151,MiniPAT,05/29/2022,16.7,18.9,50.000000,76.000000,,,132.000000
227151,MiniPAT,05/30/2022,16.9,19.2,43.000000,77.000000,,,139.000000
227151,MiniPAT,05/31/2022,16.9,19.0,48.000000,77.000000,,,138.000000
227151,MiniPAT,06/01/2022,17.7,20.9,45.000000,76.000000,,,140.000000
227151,MiniPAT,06/02/2022,19.5,21.3,48.000000,77.000000,,,139.000000
227151,MiniPAT,06/03/2022,19.4,21.0,48.000000,76.000000,,,146.000000
227151,MiniPAT,06/04/2022,19.3,21.0,48.000000,76.000000,,,139.000000
227151,MiniPAT,06/05/2022,18.6,20.5,21.000000,76.000000,,,134.000000
227151,MiniPAT,06/06/2022,17.8,20.1,20.000000,76.000000,,,151.000000
227151,MiniPAT,06/07/2022,18.2,19.9,47.000000,78.000000,,,132.000000
227151,MiniPAT,06/08/2022,18.3,19.8,56.000000,81.000000,,,123.000000
227151,MiniPAT,06/09/2022,19.4,19.9,40.000000,72.000000,,,139.000000
227151,MiniPAT,06/10/2022,19.4,19.5,30.000000,72.000000,,,131.000000
227151,MiniPAT,06/11/2022,19.3,19.4,55.000000,82.000000,,,115.000000
227151,MiniPAT,06/12/2022,19.1,19.2,50.000000,89.000000,,,124.000000
227151,MiniPAT,06/13/2022,19.1,19.2,46.000000,71.000000,,,128.000000
227151,MiniPAT,06/14/2022,19.0,19.1,51.000000,84.000000,,,105.000000
227151,MiniPAT,06/15/2022,18.9,19.1,-1.000000,83.000000,,,177.000000
227151,MiniPAT,06/16/2022,19.0,19.2,-1.000000,0.000000,,,157.000000
227151,MiniPAT,06/17/2022,19.0,21.5,-1.000000,1.000000,,,165.000000
227151,MiniPAT,06/18/2022,21.4,21.5,-1.000000,0.000000,,,67.000000
