DeployID,Ptt,DepthSensor,Source,Instr,Day,Time,LocationQuality,Latitude,Longitude,Depth,DRange,Temperature,TRange,Activity,ARange
227151,227151,0.500000,Transmission,MiniPAT,24-Mar-2022,23:10:00,,,,32.5,1.00,,,2,2
227151,227151,0.500000,Transmission,MiniPAT,24-Mar-2022,23:20:00,,,,88.5,5.00,,,9,2
227151,227151,0.500000,Transmission,MiniPAT,24-Mar-2022,23:30:00,,,,72.0,4.50,,,54,2
227151,227151,0.500000,Transmission,MiniPAT,24-Mar-2022,23:40:00,,,,72.0,4.50,,,19,2
227151,227151,0.500000,Transmission,MiniPAT,24-Mar-2022,23:50:00,,,,72.0,4.50,,,5,2
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,00:00:00,,,,72.5,4.25,18.3,0.15,10,4
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,00:10:00,,,,72.5,4.25,18.3,0.15,35,4
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,00:20:00,,,,72.5,4.25,17.8,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,00:30:00,,,,72.5,4.25,18.3,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,00:40:00,,,,85.0,4.75,15.9,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,00:50:00,,,,72.5,4.25,17.8,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,01:00:00,,,,72.5,4.25,18.3,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,01:10:00,,,,72.5,4.25,18.3,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,01:20:00,,,,72.5,4.25,18.3,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,01:30:00,,,,72.5,4.25,18.3,0.15,10,4
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,01:40:00,,,,91.5,5.00,15.9,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,01:50:00,,,,91.5,5.00,15.7,0.20,35,4
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,02:00:00,,,,72.5,4.25,18.3,0.15,97,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,02:10:00,,,,68.0,2.50,18.5,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,02:20:00,,,,68.0,2.50,18.3,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,02:30:00,,,,91.5,5.00,15.7,0.20,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,02:40:00,,,,72.5,4.25,17.8,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,02:50:00,,,,68.0,2.50,18.5,0.15,10,4
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,03:00:00,,,,72.5,4.25,18.3,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,03:10:00,,,,72.5,4.25,18.3,0.15,16,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,03:20:00,,,,91.5,5.00,15.7,0.20,91,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,03:30:00,,,,91.5,5.00,15.7,0.20,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,03:40:00,,,,91.5,5.00,15.4,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,03:50:00,,,,79.0,4.50,16.8,0.20,10,4
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,04:00:00,,,,91.5,5.00,15.7,0.20,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,04:10:00,,,,79.0,4.50,16.8,0.20,60,4
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,04:20:00,,,,85.0,4.75,16.2,0.20,78,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,04:30:00,,,,65.0,2.50,18.5,0.15,35,4
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,04:40:00,,,,65.0,2.50,18.5,0.15,10,4
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,04:50:00,,,,58.5,2.25,18.5,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,05:00:00,,,,65.0,2.50,18.3,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,05:10:00,,,,58.5,2.25,18.5,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,05:20:00,,,,56.5,1.50,18.5,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,05:30:00,,,,55.0,1.50,18.5,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,05:40:00,,,,58.5,2.25,18.5,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,05:50:00,,,,58.5,2.25,18.3,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,06:00:00,,,,56.5,1.50,18.5,0.15,10,4
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,06:10:00,,,,55.0,1.50,18.5,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,06:20:00,,,,58.5,2.25,18.5,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,06:30:00,,,,55.0,1.50,18.5,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,06:40:00,,,,58.5,2.25,18.5,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,06:50:00,,,,53.0,1.25,18.3,0.15,10,4
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,07:00:00,,,,55.0,1.50,18.5,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,07:10:00,,,,51.5,1.25,18.1,0.20,16,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,07:20:00,,,,53.0,1.25,18.3,0.15,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,07:30:00,,,,72.5,4.25,17.6,0.20,3,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,07:40:00,,,,58.5,2.25,18.5,0.15,28,3
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,07:50:00,,,,65.0,2.50,17.1,0.15,10,4
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,08:00:00,,,,46.0,5.50,,,28,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,08:10:00,,,,55.0,5.75,,,4,2
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,08:20:00,,,,64.0,6.00,,,6,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,08:30:00,,,,64.0,6.00,,,10,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,08:40:00,,,,55.0,5.75,,,1,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,08:50:00,,,,46.0,5.50,,,6,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,09:00:00,,,,55.0,5.75,,,6,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,09:10:00,,,,46.0,5.50,,,4,2
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,09:20:00,,,,46.0,5.50,,,6,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,09:30:00,,,,46.0,5.50,,,8,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,09:40:00,,,,55.0,5.75,,,13,2
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,09:50:00,,,,55.0,5.75,,,15,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,10:00:00,,,,55.0,5.75,,,6,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,10:10:00,,,,55.0,5.75,,,17,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,10:20:00,,,,46.0,5.50,,,4,2
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,10:30:00,,,,55.0,5.75,,,8,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,10:40:00,,,,55.0,5.75,,,8,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,10:50:00,,,,46.0,5.50,,,4,2
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,11:00:00,,,,46.0,5.50,,,6,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,11:10:00,,,,64.0,6.00,,,8,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,11:20:00,,,,46.0,5.50,,,15,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,11:30:00,,,,55.0,5.75,,,6,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,11:40:00,,,,46.0,5.50,,,6,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,11:50:00,,,,55.0,5.75,,,8,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,12:00:00,,,,46.0,5.50,,,24,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,12:10:00,,,,46.0,5.50,,,26,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,12:20:00,,,,46.0,5.50,,,6,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,12:30:00,,,,46.0,5.50,,,17,1
227151,227151,0.500000,Transmission,MiniPAT,25-Mar-2022,12:40:00,,,,46.0,5.50,,,4,2
